number,origin,destination,code,distance,duration,toll
0,"106.556809,29.517229","106.384825,29.676384",0,36649,3060,0
1,"106.556809,29.517229","106.57485,29.733029",0,39059,2940,0
2,"106.556809,29.517229","106.569953,29.481373",0,8207,1080,0
3,"106.556809,29.517229","106.515487,29.624322",0,24514,1680,0
4,"106.556809,29.517229","106.563185,29.465776",0,11421,1380,0
5,"106.556809,29.517229","106.794496,29.687276",0,49152,3060,0
6,"106.556809,29.517229","106.56982,29.584005",0,10031,1440,0
7,"106.556809,29.517229","106.423114,29.838559",0,45871,3180,0
8,"106.556809,29.517229","106.483385,29.629215",0,20365,2280,0
9,"106.556809,29.517229","106.411922,29.810434",0,43563,3000,0
10,"106.556809,29.517229","106.545594,29.500913",0,9182,1320,0
11,"106.556809,29.517229","106.372849,29.634566",0,31794,2640,0
12,"106.556809,29.517229","106.537811,29.590335",0,12427,1740,0
13,"106.556809,29.517229","106.575366,29.577498",0,9224,1380,0
14,"106.556809,29.517229","106.633012,29.717755",0,43640,3480,0
15,"106.556809,29.517229","106.549654,29.612006",0,21009,1800,0
16,"106.556809,29.517229","106.645588,29.765431",0,49733,3120,7
17,"106.556809,29.517229","106.524153,29.385368",0,23471,3000,0
18,"106.556809,29.517229","106.532099,29.51222",0,6761,1020,0
19,"106.556809,29.517229","106.516043,29.622297",0,26554,1800,0
20,"106.556809,29.517229","106.587459,29.543327",0,8564,1320,0
21,"106.556809,29.517229","106.820019,29.693393",0,48073,3120,11
22,"106.556809,29.517229","106.60369,29.632117",0,39112,3540,0
23,"106.556809,29.517229","106.47412,29.76077",0,34831,2940,0
24,"106.556809,29.517229","106.307813,29.55804",0,32484,2940,0
25,"106.556809,29.517229","106.577512,29.691415",0,35695,2880,0
26,"106.556809,29.517229","106.543839,29.473039",0,7523,960,0
27,"106.556809,29.517229","106.494448,29.454464",0,15205,1680,0
28,"106.556809,29.517229","106.549381,29.52491",0,1617,480,0
29,"106.556809,29.517229","106.311379,29.681187",0,43690,3360,4
30,"106.556809,29.517229","106.50355,29.606218",0,17782,1920,0
31,"106.556809,29.517229","106.488323,29.702462",0,28571,2820,0
32,"106.556809,29.517229","106.464633,29.556611",0,20509,2040,0
33,"106.556809,29.517229","106.487723,29.464073",0,14407,1680,0
34,"106.556809,29.517229","106.515357,29.501573",0,7525,1080,0
35,"106.556809,29.517229","106.800921,29.652905",0,44664,2820,11
36,"106.556809,29.517229","106.340831,29.626253",0,33115,3180,0
37,"106.556809,29.517229","106.244431,29.481045",0,37347,2760,27
38,"106.556809,29.517229","106.494448,29.454464",0,15205,1680,0
39,"106.556809,29.517229","106.488323,29.702462",0,28571,2820,0
40,"106.556809,29.517229","106.595651,29.423402",0,20219,2340,0
41,"106.556809,29.517229","106.767814,29.628511",0,42030,2700,0
42,"106.556809,29.517229","106.43982,29.667897",0,31504,2760,0
43,"106.556809,29.517229","106.478925,29.554136",0,14008,1740,0
44,"106.556809,29.517229","106.478925,29.554136",0,14008,1740,0
45,"106.556809,29.517229","106.549354,29.560878",0,8920,1440,0
46,"106.556809,29.517229","106.591757,29.56081",0,13693,2280,0
47,"106.556809,29.517229","106.744944,29.609495",0,41956,2580,0
48,"106.556809,29.517229","106.508461,29.602091",0,17018,1800,0
49,"106.556809,29.517229","106.535587,29.807428",0,44693,3480,0
50,"106.556809,29.517229","106.645811,29.48559",0,13393,1260,0
51,"106.556809,29.517229","106.772502,29.681089",0,47445,3000,0
52,"106.556809,29.517229","106.580104,29.560173",0,8611,1860,0
53,"106.556809,29.517229","106.450784,29.46597",0,20318,2160,0
54,"106.556809,29.517229","106.51557,29.585954",0,14987,1740,0
55,"106.556809,29.517229","106.44339,29.833109",0,47143,3600,0
56,"106.556809,29.517229","106.565222,29.664372",0,33770,2700,0
57,"106.556809,29.517229","106.494448,29.454464",0,15205,1680,0
58,"106.556809,29.517229","106.509122,29.615086",0,25107,1680,0
59,"106.556809,29.517229","106.508461,29.602091",0,17018,1800,0
60,"106.556809,29.517229","106.508461,29.602091",0,17018,1800,0
61,"106.556809,29.517229","106.514249,29.582631",0,13941,1440,0
62,"106.556809,29.517229","106.508461,29.602091",0,17018,1800,0
63,"106.556809,29.517229","106.6134,29.688502",0,31798,2880,0
64,"106.556809,29.517229","106.453638,29.650345",0,30535,3060,0
65,"106.556809,29.517229","106.626114,29.398649",0,27734,2100,0
66,"106.556809,29.517229","106.533997,29.565588",0,11346,1260,0
67,"106.556809,29.517229","106.551843,29.650122",0,28616,2280,0
68,"106.556809,29.517229","106.581698,29.520627",0,7430,900,0
69,"106.556809,29.517229","106.52288,29.550783",0,12316,1620,0
70,"106.556809,29.517229","106.512547,29.511351",0,7715,1200,0
71,"106.556809,29.517229","106.473207,29.564749",0,15772,1800,0
72,"106.556809,29.517229","106.481465,29.771363",0,36386,3120,0
73,"106.556809,29.517229","106.481465,29.771363",0,36386,3120,0
74,"106.556809,29.517229","106.641637,29.612773",0,38201,2580,0
75,"106.556809,29.517229","106.55654,29.562133",0,8840,1440,0
76,"106.556809,29.517229","106.57571,29.580888",0,9844,1440,0
77,"106.556809,29.517229","106.575313,29.577264",0,9220,1320,0
78,"106.556809,29.517229","106.577057,29.578312",0,10270,1500,0
79,"106.556809,29.517229","106.324981,29.525253",0,26715,2340,0
80,"106.556809,29.517229","106.54485,29.416135",0,16072,1980,0
81,"106.556809,29.517229","106.538812,29.657252",0,29666,2640,0
82,"106.556809,29.517229","106.538812,29.657252",0,29666,2640,0
83,"106.556809,29.517229","106.590121,29.568028",0,9596,1800,0
84,"106.556809,29.517229","106.487157,29.628072",0,28310,2040,0
85,"106.556809,29.517229","106.524603,29.541083",0,7581,1200,0
86,"106.556809,29.517229","106.524603,29.541083",0,7581,1200,0
87,"106.556809,29.517229","106.539246,29.599319",0,14078,1740,0
88,"106.556809,29.517229","105.738583,29.70041",0,98403,5940,60
89,"106.556809,29.517229","106.496322,29.619746",0,26727,1980,0
90,"106.556809,29.517229","106.54746,29.415515",0,16381,2040,0
91,"106.556809,29.517229","106.505464,29.554275",0,14590,2100,0
92,"106.556809,29.517229","106.424981,29.816815",0,44937,3240,0
93,"106.556809,29.517229","106.437744,29.834768",0,46370,3540,7
94,"106.556809,29.517229","105.70941,29.703558",0,100353,6120,60
95,"106.556809,29.517229","106.453589,29.540679",0,15330,1920,0
96,"106.556809,29.517229","106.412223,29.811194",0,43562,3060,0
97,"106.556809,29.517229","106.556505,29.562989",0,8612,1380,0
98,"106.556809,29.517229","106.543865,29.425925",0,14754,1800,0
99,"106.556809,29.517229","106.543865,29.425925",0,14754,1800,0
0,"106.569953,29.481373","106.384825,29.676384",0,45800,3000,0
1,"106.569953,29.481373","106.556809,29.517229",0,7270,960,0
2,"106.569953,29.481373","106.57485,29.733029",0,38841,2940,0
3,"106.569953,29.481373","106.515487,29.624322",0,24296,1680,0
4,"106.569953,29.481373","106.563185,29.465776",0,5559,720,0
5,"106.569953,29.481373","106.794496,29.687276",0,48934,3060,0
6,"106.569953,29.481373","106.56982,29.584005",0,12906,1320,0
7,"106.569953,29.481373","106.423114,29.838559",0,55266,3360,0
8,"106.569953,29.481373","106.483385,29.629215",0,28292,2100,0
9,"106.569953,29.481373","106.411922,29.810434",0,52958,3180,0
10,"106.569953,29.481373","106.545594,29.500913",0,15416,1800,0
11,"106.569953,29.481373","106.372849,29.634566",0,38028,3060,0
12,"106.569953,29.481373","106.537811,29.590335",0,15302,1620,0
13,"106.569953,29.481373","106.575366,29.577498",0,12099,1260,0
14,"106.569953,29.481373","106.633012,29.717755",0,43422,3480,0
15,"106.569953,29.481373","106.549654,29.612006",0,20791,1800,0
16,"106.569953,29.481373","106.645588,29.765431",0,49515,3120,7
17,"106.569953,29.481373","106.524153,29.385368",0,17609,2220,0
18,"106.569953,29.481373","106.532099,29.51222",0,12995,1500,0
19,"106.569953,29.481373","106.516043,29.622297",0,26336,1800,0
20,"106.569953,29.481373","106.587459,29.543327",0,7801,1080,0
21,"106.569953,29.481373","106.820019,29.693393",0,47855,3120,11
22,"106.569953,29.481373","106.60369,29.632117",0,38894,3540,0
23,"106.569953,29.481373","106.47412,29.76077",0,44226,3120,0
24,"106.569953,29.481373","106.307813,29.55804",0,38718,3420,0
25,"106.569953,29.481373","106.577512,29.691415",0,35477,2880,0
26,"106.569953,29.481373","106.543839,29.473039",0,7483,1020,0
27,"106.569953,29.481373","106.494448,29.454464",0,20506,1920,0
28,"106.569953,29.481373","106.549381,29.52491",0,8078,1260,0
29,"106.569953,29.481373","106.311379,29.681187",0,49924,3840,4
30,"106.569953,29.481373","106.50355,29.606218",0,26449,1980,0
31,"106.569953,29.481373","106.488323,29.702462",0,34987,2700,0
32,"106.569953,29.481373","106.464633,29.556611",0,26743,2520,0
33,"106.569953,29.481373","106.487723,29.464073",0,18858,1620,0
34,"106.569953,29.481373","106.515357,29.501573",0,13759,1560,0
35,"106.569953,29.481373","106.800921,29.652905",0,44446,2820,11
36,"106.569953,29.481373","106.340831,29.626253",0,39349,3600,0
37,"106.569953,29.481373","106.244431,29.481045",0,43581,3240,27
38,"106.569953,29.481373","106.494448,29.454464",0,20506,1920,0
39,"106.569953,29.481373","106.488323,29.702462",0,34987,2700,0
40,"106.569953,29.481373","106.595651,29.423402",0,14357,1680,0
41,"106.569953,29.481373","106.767814,29.628511",0,41812,2700,0
42,"106.569953,29.481373","106.43982,29.667897",0,40899,2940,0
43,"106.569953,29.481373","106.478925,29.554136",0,20242,2220,0
44,"106.569953,29.481373","106.478925,29.554136",0,20242,2220,0
45,"106.569953,29.481373","106.549354,29.560878",0,11795,1320,0
46,"106.569953,29.481373","106.591757,29.56081",0,13475,2220,0
47,"106.569953,29.481373","106.744944,29.609495",0,41738,2580,0
48,"106.569953,29.481373","106.508461,29.602091",0,18762,1800,0
49,"106.569953,29.481373","106.535587,29.807428",0,54088,3660,0
50,"106.569953,29.481373","106.645811,29.48559",0,13175,1260,0
51,"106.569953,29.481373","106.772502,29.681089",0,47227,3000,0
52,"106.569953,29.481373","106.580104,29.560173",0,11486,1740,0
53,"106.569953,29.481373","106.450784,29.46597",0,25421,2100,0
54,"106.569953,29.481373","106.51557,29.585954",0,17159,1800,0
55,"106.569953,29.481373","106.44339,29.833109",0,56538,3780,0
56,"106.569953,29.481373","106.565222,29.664372",0,33552,2700,0
57,"106.569953,29.481373","106.494448,29.454464",0,20506,1920,0
58,"106.569953,29.481373","106.509122,29.615086",0,24889,1680,0
59,"106.569953,29.481373","106.508461,29.602091",0,18762,1800,0
60,"106.569953,29.481373","106.508461,29.602091",0,18762,1800,0
61,"106.569953,29.481373","106.514249,29.582631",0,18797,1860,0
62,"106.569953,29.481373","106.508461,29.602091",0,18762,1800,0
63,"106.569953,29.481373","106.6134,29.688502",0,31580,2880,0
64,"106.569953,29.481373","106.453638,29.650345",0,42536,3120,0
65,"106.569953,29.481373","106.626114,29.398649",0,20859,2040,0
66,"106.569953,29.481373","106.533997,29.565588",0,14431,1620,0
67,"106.569953,29.481373","106.551843,29.650122",0,28398,2280,0
68,"106.569953,29.481373","106.581698,29.520627",0,7212,840,0
69,"106.569953,29.481373","106.52288,29.550783",0,15191,1440,0
70,"106.569953,29.481373","106.512547,29.511351",0,13949,1680,0
71,"106.569953,29.481373","106.473207,29.564749",0,22006,2280,0
72,"106.569953,29.481373","106.481465,29.771363",0,45781,3300,0
73,"106.569953,29.481373","106.481465,29.771363",0,45781,3300,0
74,"106.569953,29.481373","106.641637,29.612773",0,37983,2580,0
75,"106.569953,29.481373","106.55654,29.562133",0,11715,1320,0
76,"106.569953,29.481373","106.57571,29.580888",0,12719,1320,0
77,"106.569953,29.481373","106.575313,29.577264",0,12095,1260,0
78,"106.569953,29.481373","106.577057,29.578312",0,13145,1320,0
79,"106.569953,29.481373","106.324981,29.525253",0,32949,2880,0
80,"106.569953,29.481373","106.54485,29.416135",0,10210,1260,0
81,"106.569953,29.481373","106.538812,29.657252",0,29448,2700,0
82,"106.569953,29.481373","106.538812,29.657252",0,29448,2700,0
83,"106.569953,29.481373","106.590121,29.568028",0,12471,1680,0
84,"106.569953,29.481373","106.487157,29.628072",0,28092,2040,0
85,"106.569953,29.481373","106.524603,29.541083",0,13815,1740,0
86,"106.569953,29.481373","106.524603,29.541083",0,13815,1740,0
87,"106.569953,29.481373","106.539246,29.599319",0,16953,1680,0
88,"106.569953,29.481373","105.738583,29.70041",0,104637,6420,60
89,"106.569953,29.481373","106.496322,29.619746",0,26509,1980,0
90,"106.569953,29.481373","106.54746,29.415515",0,10519,1320,0
91,"106.569953,29.481373","106.505464,29.554275",0,17465,1920,0
92,"106.569953,29.481373","106.424981,29.816815",0,54332,3420,0
93,"106.569953,29.481373","106.437744,29.834768",0,55765,3720,7
94,"106.569953,29.481373","105.70941,29.703558",0,106587,6600,60
95,"106.569953,29.481373","106.453589,29.540679",0,21564,2400,0
96,"106.569953,29.481373","106.412223,29.811194",0,52957,3240,0
97,"106.569953,29.481373","106.556505,29.562989",0,11487,1260,0
98,"106.569953,29.481373","106.543865,29.425925",0,8892,1140,0
99,"106.569953,29.481373","106.543865,29.425925",0,8892,1140,0
0,"106.515487,29.624322","106.384825,29.676384",0,19033,1560,0
1,"106.515487,29.624322","106.556809,29.517229",0,19374,1680,0
2,"106.515487,29.624322","106.57485,29.733029",0,16936,1620,0
3,"106.515487,29.624322","106.569953,29.481373",0,27568,2040,0
4,"106.515487,29.624322","106.563185,29.465776",0,30782,2400,0
5,"106.515487,29.624322","106.794496,29.687276",0,37536,2340,0
6,"106.515487,29.624322","106.56982,29.584005",0,11717,1200,0
7,"106.515487,29.624322","106.423114,29.838559",0,34452,2040,0
8,"106.515487,29.624322","106.483385,29.629215",0,3996,480,0
9,"106.515487,29.624322","106.411922,29.810434",0,32144,1920,0
10,"106.515487,29.624322","106.545594,29.500913",0,20207,1920,0
11,"106.515487,29.624322","106.372849,29.634566",0,29748,1920,0
12,"106.515487,29.624322","106.537811,29.590335",0,6428,840,0
13,"106.515487,29.624322","106.575366,29.577498",0,10910,1140,0
14,"106.515487,29.624322","106.633012,29.717755",0,21517,2160,0
15,"106.515487,29.624322","106.549654,29.612006",0,6203,900,0
16,"106.515487,29.624322","106.645588,29.765431",0,29915,2280,7
17,"106.515487,29.624322","106.524153,29.385368",0,39433,2760,0
18,"106.515487,29.624322","106.532099,29.51222",0,17786,1620,0
19,"106.515487,29.624322","106.516043,29.622297",0,1305,120,0
20,"106.515487,29.624322","106.587459,29.543327",0,16938,1920,0
21,"106.515487,29.624322","106.820019,29.693393",0,42311,2640,27
22,"106.515487,29.624322","106.60369,29.632117",0,27496,2880,0
23,"106.515487,29.624322","106.47412,29.76077",0,23412,1800,0
24,"106.515487,29.624322","106.307813,29.55804",0,30438,2280,0
25,"106.515487,29.624322","106.577512,29.691415",0,14334,1500,0
26,"106.515487,29.624322","106.543839,29.473039",0,23753,2220,0
27,"106.515487,29.624322","106.494448,29.454464",0,27429,1920,0
28,"106.515487,29.624322","106.549381,29.52491",0,18731,1740,0
29,"106.515487,29.624322","106.311379,29.681187",0,31730,2400,4
30,"106.515487,29.624322","106.50355,29.606218",0,2971,540,0
31,"106.515487,29.624322","106.488323,29.702462",0,11312,1200,0
32,"106.515487,29.624322","106.464633,29.556611",0,15207,1320,0
33,"106.515487,29.624322","106.487723,29.464073",0,26491,1680,0
34,"106.515487,29.624322","106.515357,29.501573",0,18550,1680,0
35,"106.515487,29.624322","106.800921,29.652905",0,36205,2400,0
36,"106.515487,29.624322","106.340831,29.626253",0,27584,2100,0
37,"106.515487,29.624322","106.244431,29.481045",0,40861,2460,27
38,"106.515487,29.624322","106.494448,29.454464",0,27429,1920,0
39,"106.515487,29.624322","106.488323,29.702462",0,11312,1200,0
40,"106.515487,29.624322","106.595651,29.423402",0,41091,2880,0
41,"106.515487,29.624322","106.767814,29.628511",0,30414,1980,0
42,"106.515487,29.624322","106.43982,29.667897",0,14132,1440,0
43,"106.515487,29.624322","106.478925,29.554136",0,12818,1320,0
44,"106.515487,29.624322","106.478925,29.554136",0,12818,1320,0
45,"106.515487,29.624322","106.549354,29.560878",0,11811,1440,0
46,"106.515487,29.624322","106.591757,29.56081",0,15012,2280,0
47,"106.515487,29.624322","106.744944,29.609495",0,30340,1860,0
48,"106.515487,29.624322","106.508461,29.602091",0,3733,540,0
49,"106.515487,29.624322","106.535587,29.807428",0,25041,2340,0
50,"106.515487,29.624322","106.645811,29.48559",0,28516,1860,0
51,"106.515487,29.624322","106.772502,29.681089",0,35829,2280,0
52,"106.515487,29.624322","106.580104,29.560173",0,13213,2040,0
53,"106.515487,29.624322","106.450784,29.46597",0,24142,1800,0
54,"106.515487,29.624322","106.51557,29.585954",0,6768,960,0
55,"106.515487,29.624322","106.44339,29.833109",0,35724,2460,0
56,"106.515487,29.624322","106.565222,29.664372",0,14499,1560,0
57,"106.515487,29.624322","106.494448,29.454464",0,27429,1920,0
58,"106.515487,29.624322","106.509122,29.615086",0,1921,300,0
59,"106.515487,29.624322","106.508461,29.602091",0,3733,540,0
60,"106.515487,29.624322","106.508461,29.602091",0,3733,540,0
61,"106.515487,29.624322","106.514249,29.582631",0,9224,1020,0
62,"106.515487,29.624322","106.508461,29.602091",0,3733,540,0
63,"106.515487,29.624322","106.6134,29.688502",0,17343,2340,0
64,"106.515487,29.624322","106.453638,29.650345",0,15769,1620,0
65,"106.515487,29.624322","106.626114,29.398649",0,43295,2760,0
66,"106.515487,29.624322","106.533997,29.565588",0,9165,1080,0
67,"106.515487,29.624322","106.551843,29.650122",0,7255,840,0
68,"106.515487,29.624322","106.581698,29.520627",0,23604,1560,0
69,"106.515487,29.624322","106.52288,29.550783",0,12728,1440,0
70,"106.515487,29.624322","106.512547,29.511351",0,16904,1500,0
71,"106.515487,29.624322","106.473207,29.564749",0,12792,1140,0
72,"106.515487,29.624322","106.481465,29.771363",0,24967,2040,0
73,"106.515487,29.624322","106.481465,29.771363",0,24967,2040,0
74,"106.515487,29.624322","106.641637,29.612773",0,26585,1860,0
75,"106.515487,29.624322","106.55654,29.562133",0,12345,1500,0
76,"106.515487,29.624322","106.57571,29.580888",0,11530,1200,0
77,"106.515487,29.624322","106.575313,29.577264",0,10906,1140,0
78,"106.515487,29.624322","106.577057,29.578312",0,11956,1200,0
79,"106.515487,29.624322","106.324981,29.525253",0,30229,2100,0
80,"106.515487,29.624322","106.54485,29.416135",0,34375,2100,0
81,"106.515487,29.624322","106.538812,29.657252",0,7439,1320,0
82,"106.515487,29.624322","106.538812,29.657252",0,7439,1320,0
83,"106.515487,29.624322","106.590121,29.568028",0,16538,3360,0
84,"106.515487,29.624322","106.487157,29.628072",0,3796,420,0
85,"106.515487,29.624322","106.524603,29.541083",0,16003,1560,0
86,"106.515487,29.624322","106.524603,29.541083",0,16003,1560,0
87,"106.515487,29.624322","106.539246,29.599319",0,5459,600,0
88,"106.515487,29.624322","105.738583,29.70041",0,86583,5100,60
89,"106.515487,29.624322","106.496322,29.619746",0,2409,420,0
90,"106.515487,29.624322","106.54746,29.415515",0,34684,2160,0
91,"106.515487,29.624322","106.505464,29.554275",0,13737,1380,0
92,"106.515487,29.624322","106.424981,29.816815",0,33518,2100,0
93,"106.515487,29.624322","106.437744,29.834768",0,34951,2400,7
94,"106.515487,29.624322","105.70941,29.703558",0,88533,5280,60
95,"106.515487,29.624322","106.453589,29.540679",0,14652,1260,0
96,"106.515487,29.624322","106.412223,29.811194",0,32143,1920,0
97,"106.515487,29.624322","106.556505,29.562989",0,12117,1440,0
98,"106.515487,29.624322","106.543865,29.425925",0,34400,2160,0
99,"106.515487,29.624322","106.543865,29.425925",0,34400,2160,0
0,"106.384825,29.676384","106.556809,29.517229",0,38902,2580,0
1,"106.384825,29.676384","106.57485,29.733029",0,27296,2340,0
2,"106.384825,29.676384","106.569953,29.481373",0,44511,3180,0
3,"106.384825,29.676384","106.515487,29.624322",0,25720,1680,0
4,"106.384825,29.676384","106.563185,29.465776",0,45077,3060,0
5,"106.384825,29.676384","106.794496,29.687276",0,55929,3420,0
6,"106.384825,29.676384","106.56982,29.584005",0,32853,2280,0
7,"106.384825,29.676384","106.423114,29.838559",0,22118,1440,0
8,"106.384825,29.676384","106.483385,29.629215",0,16005,1320,0
9,"106.384825,29.676384","106.411922,29.810434",0,19810,1320,0
10,"106.384825,29.676384","106.545594,29.500913",0,40008,2880,0
11,"106.384825,29.676384","106.372849,29.634566",0,6586,900,0
12,"106.384825,29.676384","106.537811,29.590335",0,26129,1980,0
13,"106.384825,29.676384","106.575366,29.577498",0,32046,2220,0
14,"106.384825,29.676384","106.633012,29.717755",0,31877,2940,0
15,"106.384825,29.676384","106.549654,29.612006",0,25904,2040,0
16,"106.384825,29.676384","106.645588,29.765431",0,50807,2820,32
17,"106.384825,29.676384","106.524153,29.385368",0,49282,3360,0
18,"106.384825,29.676384","106.532099,29.51222",0,37587,2580,0
19,"106.384825,29.676384","106.516043,29.622297",0,21574,1620,0
20,"106.384825,29.676384","106.587459,29.543327",0,38074,3000,0
21,"106.384825,29.676384","106.820019,29.693393",0,60704,3720,27
22,"106.384825,29.676384","106.60369,29.632117",0,45889,3900,0
23,"106.384825,29.676384","106.47412,29.76077",0,24354,1980,0
24,"106.384825,29.676384","106.307813,29.55804",0,22930,1560,7
25,"106.384825,29.676384","106.577512,29.691415",0,27571,2340,0
26,"106.384825,29.676384","106.543839,29.473039",0,43281,3120,0
27,"106.384825,29.676384","106.494448,29.454464",0,37278,2460,0
28,"106.384825,29.676384","106.549381,29.52491",0,38259,2640,0
29,"106.384825,29.676384","106.311379,29.681187",0,14809,1260,4
30,"106.384825,29.676384","106.50355,29.606218",0,21990,1800,0
31,"106.384825,29.676384","106.488323,29.702462",0,17171,1380,0
32,"106.384825,29.676384","106.464633,29.556611",0,28841,1980,0
33,"106.384825,29.676384","106.487723,29.464073",0,36340,2220,0
34,"106.384825,29.676384","106.515357,29.501573",0,38351,2640,0
35,"106.384825,29.676384","106.800921,29.652905",0,54598,3480,0
36,"106.384825,29.676384","106.340831,29.626253",0,10663,960,0
37,"106.384825,29.676384","106.244431,29.481045",0,38859,2220,32
38,"106.384825,29.676384","106.494448,29.454464",0,37278,2460,0
39,"106.384825,29.676384","106.488323,29.702462",0,17171,1380,0
40,"106.384825,29.676384","106.595651,29.423402",0,50940,3420,0
41,"106.384825,29.676384","106.767814,29.628511",0,48807,3060,0
42,"106.384825,29.676384","106.43982,29.667897",0,10567,1020,0
43,"106.384825,29.676384","106.478925,29.554136",0,28121,2160,0
44,"106.384825,29.676384","106.478925,29.554136",0,28121,2160,0
45,"106.384825,29.676384","106.549354,29.560878",0,30178,2460,0
46,"106.384825,29.676384","106.591757,29.56081",0,36148,3420,0
47,"106.384825,29.676384","106.744944,29.609495",0,48733,2940,0
48,"106.384825,29.676384","106.508461,29.602091",0,23163,1920,0
49,"106.384825,29.676384","106.535587,29.807428",0,30047,2220,0
50,"106.384825,29.676384","106.645811,29.48559",0,46909,2940,0
51,"106.384825,29.676384","106.772502,29.681089",0,54222,3360,0
52,"106.384825,29.676384","106.580104,29.560173",0,34349,3240,0
53,"106.384825,29.676384","106.450784,29.46597",0,33991,2340,0
54,"106.384825,29.676384","106.51557,29.585954",0,24682,2100,0
55,"106.384825,29.676384","106.44339,29.833109",0,21195,1680,0
56,"106.384825,29.676384","106.565222,29.664372",0,27661,2340,0
57,"106.384825,29.676384","106.494448,29.454464",0,37278,2460,0
58,"106.384825,29.676384","106.509122,29.615086",0,22152,1620,0
59,"106.384825,29.676384","106.508461,29.602091",0,23163,1920,0
60,"106.384825,29.676384","106.508461,29.602091",0,23163,1920,0
61,"106.384825,29.676384","106.514249,29.582631",0,24527,1920,0
62,"106.384825,29.676384","106.508461,29.602091",0,23163,1920,0
63,"106.384825,29.676384","106.6134,29.688502",0,30580,3180,0
64,"106.384825,29.676384","106.453638,29.650345",0,12151,1140,0
65,"106.384825,29.676384","106.626114,29.398649",0,53144,3300,0
66,"106.384825,29.676384","106.533997,29.565588",0,27532,2040,0
67,"106.384825,29.676384","106.551843,29.650122",0,21844,2160,0
68,"106.384825,29.676384","106.581698,29.520627",0,41997,2640,0
69,"106.384825,29.676384","106.52288,29.550783",0,31095,2460,0
70,"106.384825,29.676384","106.512547,29.511351",0,34558,2340,0
71,"106.384825,29.676384","106.473207,29.564749",0,28095,2040,0
72,"106.384825,29.676384","106.481465,29.771363",0,25909,2160,0
73,"106.384825,29.676384","106.481465,29.771363",0,25909,2160,0
74,"106.384825,29.676384","106.641637,29.612773",0,44978,2940,0
75,"106.384825,29.676384","106.55654,29.562133",0,30712,2460,0
76,"106.384825,29.676384","106.57571,29.580888",0,32666,2280,0
77,"106.384825,29.676384","106.575313,29.577264",0,32042,2220,0
78,"106.384825,29.676384","106.577057,29.578312",0,33092,2340,0
79,"106.384825,29.676384","106.324981,29.525253",0,27447,1800,0
80,"106.384825,29.676384","106.54485,29.416135",0,44224,2640,0
81,"106.384825,29.676384","106.538812,29.657252",0,20478,2220,0
82,"106.384825,29.676384","106.538812,29.657252",0,20478,2220,0
83,"106.384825,29.676384","106.590121,29.568028",0,37674,4620,0
84,"106.384825,29.676384","106.487157,29.628072",0,16318,1320,0
85,"106.384825,29.676384","106.524603,29.541083",0,36540,2520,0
86,"106.384825,29.676384","106.524603,29.541083",0,36540,2520,0
87,"106.384825,29.676384","106.539246,29.599319",0,25160,1740,0
88,"106.384825,29.676384","105.738583,29.70041",0,69662,3960,60
89,"106.384825,29.676384","106.496322,29.619746",0,19396,1740,0
90,"106.384825,29.676384","106.54746,29.415515",0,44533,2700,0
91,"106.384825,29.676384","106.505464,29.554275",0,29040,2280,0
92,"106.384825,29.676384","106.424981,29.816815",0,21184,1560,0
93,"106.384825,29.676384","106.437744,29.834768",0,21495,1740,0
94,"106.384825,29.676384","105.70941,29.703558",0,71612,4140,60
95,"106.384825,29.676384","106.453589,29.540679",0,27258,1860,0
96,"106.384825,29.676384","106.412223,29.811194",0,19809,1320,0
97,"106.384825,29.676384","106.556505,29.562989",0,30484,2400,0
98,"106.384825,29.676384","106.543865,29.425925",0,44249,2700,0
99,"106.384825,29.676384","106.543865,29.425925",0,44249,2700,0
0,"106.57485,29.733029","106.384825,29.676384",0,28531,2340,0
1,"106.57485,29.733029","106.556809,29.517229",0,44097,3000,0
2,"106.57485,29.733029","106.569953,29.481373",0,46671,3420,0
3,"106.57485,29.733029","106.515487,29.624322",0,18903,1800,0
4,"106.57485,29.733029","106.563185,29.465776",0,49885,3780,0
5,"106.57485,29.733029","106.794496,29.687276",0,36376,2160,23
6,"106.57485,29.733029","106.56982,29.584005",0,26351,2460,0
7,"106.57485,29.733029","106.423114,29.838559",0,30498,1980,15
8,"106.57485,29.733029","106.483385,29.629215",0,18746,1800,0
9,"106.57485,29.733029","106.411922,29.810434",0,28190,1800,15
10,"106.57485,29.733029","106.545594,29.500913",0,37517,3480,0
11,"106.57485,29.733029","106.372849,29.634566",0,37912,2760,0
12,"106.57485,29.733029","106.537811,29.590335",0,21062,2100,0
13,"106.57485,29.733029","106.575366,29.577498",0,25544,2400,0
14,"106.57485,29.733029","106.633012,29.717755",0,7702,1080,0
15,"106.57485,29.733029","106.549654,29.612006",0,20837,2160,0
16,"106.57485,29.733029","106.645588,29.765431",0,17745,1380,7
17,"106.57485,29.733029","106.524153,29.385368",0,56441,4260,0
18,"106.57485,29.733029","106.532099,29.51222",0,35096,3120,0
19,"106.57485,29.733029","106.516043,29.622297",0,18692,1800,0
20,"106.57485,29.733029","106.587459,29.543327",0,31572,3180,0
21,"106.57485,29.733029","106.820019,29.693393",0,39797,2700,23
22,"106.57485,29.733029","106.60369,29.632117",0,27002,2820,0
23,"106.57485,29.733029","106.47412,29.76077",0,18001,1740,0
