number,origin,destination,code,distance,duration,toll
31,"106.48727,29.48285","106.557964,29.718163",0,34816,3480,0
32,"106.48727,29.48285","106.335525,29.306186",0,33323,2940,0
33,"106.48727,29.48285","106.526012,29.571562",0,20891,2040,0
34,"106.48727,29.48285","106.550159,29.609917",0,23714,2880,0
35,"106.48727,29.48285","106.550159,29.609917",0,23714,2880,0
36,"106.48727,29.48285","106.534572,29.627245",0,24569,2640,0
37,"106.48727,29.48285","106.534572,29.627245",0,24569,2640,0
38,"106.48727,29.48285","106.521073,29.540617",0,10248,1440,0
39,"106.48727,29.48285","106.494806,29.649728",0,25013,2760,0
40,"106.48727,29.48285","106.30965,29.608528",0,36549,4080,0
41,"106.48727,29.48285","106.532812,29.590116",0,21499,2520,0
42,"106.48727,29.48285","106.328098,29.605942",0,35589,3960,0
43,"106.48727,29.48285","106.375095,29.641469",0,38790,3840,0
44,"106.48727,29.48285","106.455459,29.660458",0,33220,3540,0
45,"106.48727,29.48285","106.342437,29.518986",0,28654,3540,0
46,"106.48727,29.48285","106.540485,29.827536",0,48820,4860,0
47,"106.48727,29.48285","106.555913,29.45729",0,15609,1620,0
48,"106.48727,29.48285","106.342437,29.518986",0,28654,3540,0
49,"106.48727,29.48285","106.387972,29.270314",0,34302,2880,0
50,"106.48727,29.48285","106.54306,29.579964",0,20920,2520,0
51,"106.48727,29.48285","106.342437,29.518986",0,28654,3540,0
52,"106.48727,29.48285","106.575754,29.559868",0,19318,2580,0
53,"106.48727,29.48285","106.501673,29.535626",0,15767,1740,0
54,"106.48727,29.48285","106.684044,29.502553",0,29535,3000,0
55,"106.48727,29.48285","106.324651,29.635466",0,45444,3960,0
56,"106.48727,29.48285","106.521924,29.624062",0,24445,2940,0
57,"106.48727,29.48285","106.45324,29.538004",0,13558,1860,0
58,"106.48727,29.48285","106.39973,29.641279",0,39720,3960,0
59,"106.48727,29.48285","106.324651,29.635466",0,45444,3960,0
60,"106.48727,29.48285","106.521924,29.624062",0,24445,2940,0
61,"106.48727,29.48285","106.694554,28.973976",0,88921,7380,0
62,"106.48727,29.48285","106.533595,29.384211",0,17914,1680,0
63,"106.48727,29.48285","106.458697,29.540749",0,12636,1680,0
64,"106.48727,29.48285","106.626249,29.676689",0,39783,4020,0
65,"106.48727,29.48285","106.458697,29.540749",0,12636,1680,0
66,"106.48727,29.48285","106.470313,29.725997",0,35566,3720,0
67,"106.48727,29.48285","106.634226,29.719035",0,43063,4380,0
68,"106.48727,29.48285","106.561772,29.607034",0,24303,2880,0
69,"106.48727,29.48285","106.561772,29.607034",0,24303,2880,0
70,"106.48727,29.48285","106.576256,29.557443",0,17557,2700,0
71,"106.48727,29.48285","106.576256,29.557443",0,17557,2700,0
72,"106.48727,29.48285","106.576256,29.557443",0,17557,2700,0
73,"106.48727,29.48285","106.667904,29.670764",0,43362,4140,0
74,"106.48727,29.48285","106.502051,29.545444",0,14805,1440,0
75,"106.48727,29.48285","106.502518,29.541099",0,15494,1680,0
76,"106.48727,29.48285","106.504022,29.541437",0,15275,1620,0
77,"106.48727,29.48285","106.333688,29.317011",0,32037,2820,0
78,"106.48727,29.48285","106.454883,29.689305",0,33346,3540,0
79,"106.48727,29.48285","106.551376,29.564366",0,20489,2160,0
80,"106.48727,29.48285","106.454078,29.53965",0,13168,1740,0
81,"106.48727,29.48285","106.552594,29.56729",0,22389,2100,0
82,"106.48727,29.48285","106.454078,29.53965",0,13168,1740,0
83,"106.48727,29.48285","106.670684,29.635736",0,44284,4380,0
84,"106.48727,29.48285","106.454078,29.53965",0,13168,1740,0
85,"106.48727,29.48285","106.555505,29.571809",0,23073,2280,0
86,"106.48727,29.48285","106.386067,29.685311",0,55337,4800,0
87,"106.48727,29.48285","106.587073,29.565019",0,24223,2460,0
88,"106.48727,29.48285","106.291009,29.573053",0,39709,4440,0
89,"106.48727,29.48285","106.520366,29.597302",0,18885,2160,0
90,"106.48727,29.48285","106.459658,29.479363",0,5663,900,0
91,"106.48727,29.48285","106.517299,29.622034",0,24815,3300,0
92,"106.48727,29.48285","106.576256,29.557443",0,17557,2700,0
93,"106.48727,29.48285","106.519389,29.511181",0,7883,1200,0
94,"106.48727,29.48285","106.524106,29.518995",0,9118,1140,0
95,"106.48727,29.48285","106.527503,29.38604",0,18028,1680,0
96,"106.48727,29.48285","106.575288,29.581245",0,27564,2580,0
97,"106.48727,29.48285","106.381274,29.610625",0,29769,3360,0
98,"106.48727,29.48285","106.656399,29.503125",0,25101,2580,0
99,"106.48727,29.48285","106.572532,29.652119",0,31572,3480,0
0,"106.616885,29.676158","106.384825,29.676384",0,32897,2640,0
1,"106.616885,29.676158","106.556809,29.517229",0,24325,2640,0
2,"106.616885,29.676158","106.57485,29.733029",0,15246,1560,0
3,"106.616885,29.676158","106.569953,29.481373",0,26623,2940,0
4,"106.616885,29.676158","106.515487,29.624322",0,19384,2040,0
5,"106.616885,29.676158","106.563185,29.465776",0,29837,3360,0
6,"106.616885,29.676158","106.794496,29.687276",0,22775,1800,0
7,"106.616885,29.676158","106.56982,29.584005",0,15927,1860,0
8,"106.616885,29.676158","106.423114,29.838559",0,41552,3060,0
9,"106.616885,29.676158","106.483385,29.629215",0,23112,2100,0
10,"106.616885,29.676158","106.411922,29.810434",0,37133,2580,0
11,"106.616885,29.676158","106.545594,29.500913",0,29507,3360,0
12,"106.616885,29.676158","106.372849,29.634566",0,43501,3000,0
13,"106.616885,29.676158","106.537811,29.590335",0,16910,2040,0
14,"106.616885,29.676158","106.575366,29.577498",0,15120,1800,0
15,"106.616885,29.676158","106.633012,29.717755",0,15880,2280,0
16,"106.616885,29.676158","106.549654,29.612006",0,16200,2100,0
17,"106.616885,29.676158","106.645588,29.765431",0,24053,2760,0
18,"106.616885,29.676158","106.524153,29.385368",0,41887,4980,0
19,"106.616885,29.676158","106.532099,29.51222",0,25475,2820,0
20,"106.616885,29.676158","106.516043,29.622297",0,20689,2160,0
21,"106.616885,29.676158","106.587459,29.543327",0,22160,2580,0
22,"106.616885,29.676158","106.820019,29.693393",0,27199,2040,0
23,"106.616885,29.676158","106.60369,29.632117",0,13245,1860,0
24,"106.616885,29.676158","106.47412,29.76077",0,23590,2040,0
25,"106.616885,29.676158","106.307813,29.55804",0,56942,3900,0
26,"106.616885,29.676158","106.577512,29.691415",0,11057,1260,0
27,"106.616885,29.676158","106.543839,29.473039",0,28119,3240,0
28,"106.616885,29.676158","106.494448,29.454464",0,35530,3780,0
29,"106.616885,29.676158","106.549381,29.52491",0,22130,2700,0
30,"106.616885,29.676158","106.311379,29.681187",0,40371,2820,0
31,"106.616885,29.676158","106.50355,29.606218",0,19496,2280,0
32,"106.616885,29.676158","106.488323,29.702462",0,26235,1920,0
33,"106.616885,29.676158","106.464633,29.556611",0,26855,3300,0
34,"106.616885,29.676158","106.487723,29.464073",0,34731,3840,0
35,"106.616885,29.676158","106.515357,29.501573",0,27850,3180,0
36,"106.616885,29.676158","106.800921,29.652905",0,23790,1800,0
37,"106.616885,29.676158","106.340831,29.626253",0,44751,2940,0
38,"106.616885,29.676158","106.244431,29.481045",0,69572,4500,0
39,"106.616885,29.676158","106.494448,29.454464",0,35530,3780,0
40,"106.616885,29.676158","106.488323,29.702462",0,26235,1920,0
41,"106.616885,29.676158","106.595651,29.423402",0,38635,4320,0
42,"106.616885,29.676158","106.767814,29.628511",0,22755,2040,0
43,"106.616885,29.676158","106.43982,29.667897",0,27996,2580,0
44,"106.616885,29.676158","106.478925,29.554136",0,26784,3060,0
45,"106.616885,29.676158","106.478925,29.554136",0,26784,3060,0
46,"106.616885,29.676158","106.549354,29.560878",0,18830,2400,0
47,"106.616885,29.676158","106.591757,29.56081",0,20866,2880,0
48,"106.616885,29.676158","106.744944,29.609495",0,22681,1920,0
49,"106.616885,29.676158","106.508461,29.602091",0,18288,2040,0
50,"106.616885,29.676158","106.535587,29.807428",0,27521,2220,0
51,"106.616885,29.676158","106.645811,29.48559",0,35408,3060,0
52,"106.616885,29.676158","106.772502,29.681089",0,21068,1680,0
53,"106.616885,29.676158","106.580104,29.560173",0,19067,2640,0
54,"106.616885,29.676158","106.450784,29.46597",0,40507,4260,0
55,"106.616885,29.676158","106.51557,29.585954",0,18767,2280,0
56,"106.616885,29.676158","106.44339,29.833109",0,39389,3060,0
57,"106.616885,29.676158","106.565222,29.664372",0,19183,1800,0
58,"106.616885,29.676158","106.494448,29.454464",0,35530,3780,0
59,"106.616885,29.676158","106.509122,29.615086",0,19826,2160,0
60,"106.616885,29.676158","106.508461,29.602091",0,18288,2040,0
61,"106.616885,29.676158","106.508461,29.602091",0,18288,2040,0
62,"106.616885,29.676158","106.514249,29.582631",0,20405,2340,0
63,"106.616885,29.676158","106.508461,29.602091",0,18288,2040,0
64,"106.616885,29.676158","106.6134,29.688502",0,2536,540,0
65,"106.616885,29.676158","106.453638,29.650345",0,29633,2700,0
66,"106.616885,29.676158","106.626114,29.398649",0,49303,5460,0
67,"106.616885,29.676158","106.533997,29.565588",0,21560,2460,0
68,"106.616885,29.676158","106.551843,29.650122",0,23301,2340,0
69,"106.616885,29.676158","106.581698,29.520627",0,26119,2940,0
70,"106.616885,29.676158","106.52288,29.550783",0,22226,2580,0
71,"106.616885,29.676158","106.512547,29.511351",0,26819,3600,0
72,"106.616885,29.676158","106.473207,29.564749",0,24538,2940,0
73,"106.616885,29.676158","106.481465,29.771363",0,25145,2220,0
74,"106.616885,29.676158","106.481465,29.771363",0,25145,2220,0
75,"106.616885,29.676158","106.641637,29.612773",0,14479,1560,0
76,"106.616885,29.676158","106.55654,29.562133",0,18750,2460,0
77,"106.616885,29.676158","106.57571,29.580888",0,15740,1860,0
78,"106.616885,29.676158","106.575313,29.577264",0,15116,1800,0
79,"106.616885,29.676158","106.577057,29.578312",0,16166,1920,0
80,"106.616885,29.676158","106.324981,29.525253",0,56456,3780,0
81,"106.616885,29.676158","106.54485,29.416135",0,34488,3960,0
82,"106.616885,29.676158","106.538812,29.657252",0,21935,2340,0
83,"106.616885,29.676158","106.538812,29.657252",0,21935,2340,0
84,"106.616885,29.676158","106.590121,29.568028",0,21760,2820,0
85,"106.616885,29.676158","106.487157,29.628072",0,22080,2040,0
86,"106.616885,29.676158","106.524603,29.541083",0,24981,3240,0
87,"106.616885,29.676158","106.524603,29.541083",0,24981,3240,0
88,"106.616885,29.676158","106.539246,29.599319",0,16480,1800,0
89,"106.616885,29.676158","105.738583,29.70041",0,139152,11100,0
90,"106.616885,29.676158","106.496322,29.619746",0,22874,2220,0
91,"106.616885,29.676158","106.54746,29.415515",0,34797,4020,0
92,"106.616885,29.676158","106.505464,29.554275",0,24500,3120,0
93,"106.616885,29.676158","106.424981,29.816815",0,38507,2820,0
94,"106.616885,29.676158","106.437744,29.834768",0,39538,2940,0
95,"106.616885,29.676158","105.70941,29.703558",0,145600,11820,0
96,"106.616885,29.676158","106.453589,29.540679",0,28071,3540,0
97,"106.616885,29.676158","106.412223,29.811194",0,37132,2640,0
98,"106.616885,29.676158","106.556505,29.562989",0,18522,2400,0
99,"106.616885,29.676158","106.543865,29.425925",0,33170,3720,0
0,"106.384147,29.523009","106.554929,29.559583",0,47205,4020,0
1,"106.384147,29.523009","106.563338,29.583119",0,45140,3360,0
2,"106.384147,29.523009","106.520194,29.511616",0,50556,4080,0
3,"106.384147,29.523009","106.522804,29.540642",0,52163,4380,0
4,"106.384147,29.523009","106.575354,29.558923",0,49393,4320,0
5,"106.384147,29.523009","106.389452,29.710435",0,35288,2460,0
6,"106.384147,29.523009","106.529894,29.529111",0,50070,4140,0
7,"106.384147,29.523009","106.486467,29.56205",0,44557,3480,0
8,"106.384147,29.523009","106.576253,29.52993",0,54051,4500,0
9,"106.384147,29.523009","106.506619,29.62111",0,38610,2640,0
10,"106.384147,29.523009","106.396359,29.246407",0,64832,5400,0
11,"106.384147,29.523009","106.519062,29.606843",0,41254,2940,0
12,"106.384147,29.523009","106.454114,29.542762",0,46795,4020,0
13,"106.384147,29.523009","106.338853,29.603472",0,15475,1320,0
14,"106.384147,29.523009","106.564655,29.639156",0,42459,3600,0
15,"106.384147,29.523009","106.440827,29.677463",0,29236,2160,0
16,"106.384147,29.523009","106.381747,29.407871",0,33153,3180,0
17,"106.384147,29.523009","106.535406,29.58118",0,46597,4320,0
18,"106.384147,29.523009","106.330443,29.605097",0,17706,1500,0
19,"106.384147,29.523009","106.469852,29.567755",0,43454,3480,0
20,"106.384147,29.523009","106.605248,29.715429",0,51603,3480,0
21,"106.384147,29.523009","106.613147,29.712397",0,52725,3720,0
22,"106.384147,29.523009","106.644376,29.479177",0,67245,5040,0
23,"106.384147,29.523009","106.396359,29.246407",0,64832,5400,0
24,"106.384147,29.523009","106.454312,29.585594",0,44302,3660,0
25,"106.384147,29.523009","106.573013,29.527648",0,52425,4260,0
26,"106.384147,29.523009","106.617365,29.724688",0,52646,3720,0
27,"106.384147,29.523009","106.653274,29.518215",0,61752,4500,0
28,"106.384147,29.523009","106.575354,29.558923",0,49393,4320,0
29,"106.384147,29.523009","106.546076,29.742892",0,47292,3060,0
30,"106.384147,29.523009","105.809037,29.394878",0,78528,6300,0
31,"106.384147,29.523009","106.557964,29.718163",0,48087,2940,0
32,"106.384147,29.523009","106.335525,29.306186",0,42061,4020,0
33,"106.384147,29.523009","106.526012,29.571562",0,44683,3600,0
34,"106.384147,29.523009","106.550159,29.609917",0,42236,3480,0
35,"106.384147,29.523009","106.550159,29.609917",0,42236,3480,0
36,"106.384147,29.523009","106.534572,29.627245",0,42024,2880,0
37,"106.384147,29.523009","106.534572,29.627245",0,42024,2880,0
38,"106.384147,29.523009","106.521073,29.540617",0,48945,4080,0
39,"106.384147,29.523009","106.494806,29.649728",0,32797,2280,0
40,"106.384147,29.523009","106.30965,29.608528",0,17508,1500,0
41,"106.384147,29.523009","106.532812,29.590116",0,42225,3180,0
42,"106.384147,29.523009","106.328098,29.605942",0,17356,1500,0
43,"106.384147,29.523009","106.375095,29.641469",0,17718,1320,0
44,"106.384147,29.523009","106.455459,29.660458",0,26722,2280,0
45,"106.384147,29.523009","106.342437,29.518986",0,5813,600,0
46,"106.384147,29.523009","106.540485,29.827536",0,51423,3480,0
47,"106.384147,29.523009","106.555913,29.45729",0,59742,4860,0
48,"106.384147,29.523009","106.342437,29.518986",0,5813,600,0
49,"106.384147,29.523009","106.387972,29.270314",0,61741,4980,0
50,"106.384147,29.523009","106.54306,29.579964",0,44270,3480,0
51,"106.384147,29.523009","106.342437,29.518986",0,5813,600,0
52,"106.384147,29.523009","106.575754,29.559868",0,51419,4380,0
53,"106.384147,29.523009","106.501673,29.535626",0,46115,3840,0
54,"106.384147,29.523009","106.684044,29.502553",0,67161,4740,0
55,"106.384147,29.523009","106.324651,29.635466",0,19608,1740,0
56,"106.384147,29.523009","106.521924,29.624062",0,38594,2880,0
57,"106.384147,29.523009","106.45324,29.538004",0,46820,4080,0
58,"106.384147,29.523009","106.39973,29.641279",0,20886,1740,0
59,"106.384147,29.523009","106.324651,29.635466",0,19608,1740,0
60,"106.384147,29.523009","106.521924,29.624062",0,38594,2880,0
61,"106.384147,29.523009","106.694554,28.973976",0,124978,10380,0
62,"106.384147,29.523009","106.533595,29.384211",0,53971,4620,0
63,"106.384147,29.523009","106.458697,29.540749",0,46814,4020,0
64,"106.384147,29.523009","106.626249,29.676689",0,55478,3480,0
65,"106.384147,29.523009","106.458697,29.540749",0,46814,4020,0
66,"106.384147,29.523009","106.470313,29.725997",0,38760,2460,0
67,"106.384147,29.523009","106.634226,29.719035",0,54444,3960,0
68,"106.384147,29.523009","106.561772,29.607034",0,43557,3540,0
69,"106.384147,29.523009","106.561772,29.607034",0,43557,3540,0
70,"106.384147,29.523009","106.576256,29.557443",0,49658,4440,0
71,"106.384147,29.523009","106.576256,29.557443",0,49658,4440,0
72,"106.384147,29.523009","106.576256,29.557443",0,49658,4440,0
73,"106.384147,29.523009","106.667904,29.670764",0,59057,3600,0
74,"106.384147,29.523009","106.502051,29.545444",0,45670,3720,0
75,"106.384147,29.523009","106.502518,29.541099",0,45842,3720,0
76,"106.384147,29.523009","106.504022,29.541437",0,45952,3780,0
77,"106.384147,29.523009","106.333688,29.317011",0,40775,3840,0
78,"106.384147,29.523009","106.454883,29.689305",0,30808,2280,0
79,"106.384147,29.523009","106.551376,29.564366",0,47129,4020,0
80,"106.384147,29.523009","106.454078,29.53965",0,46557,4020,0
81,"106.384147,29.523009","106.552594,29.56729",0,49267,4020,0
82,"106.384147,29.523009","106.454078,29.53965",0,46557,4020,0
83,"106.384147,29.523009","106.670684,29.635736",0,59979,3840,0
84,"106.384147,29.523009","106.454078,29.53965",0,46557,4020,0
85,"106.384147,29.523009","106.555505,29.571809",0,47490,3780,0
86,"106.384147,29.523009","106.386067,29.685311",0,37649,2700,0
87,"106.384147,29.523009","106.587073,29.565019",0,51028,4380,0
88,"106.384147,29.523009","106.291009,29.573053",0,14575,1440,0
89,"106.384147,29.523009","106.520366,29.597302",0,42175,3060,0
90,"106.384147,29.523009","106.459658,29.479363",0,27635,3180,0
91,"106.384147,29.523009","106.517299,29.622034",0,38964,3240,0
92,"106.384147,29.523009","106.576256,29.557443",0,49658,4440,0
93,"106.384147,29.523009","106.519389,29.511181",0,50431,4020,0
94,"106.384147,29.523009","106.524106,29.518995",0,51700,4080,0
95,"106.384147,29.523009","106.527503,29.38604",0,54085,4620,0
96,"106.384147,29.523009","106.575288,29.581245",0,46404,3600,0
97,"106.384147,29.523009","106.381274,29.610625",0,15622,1200,0
98,"106.384147,29.523009","106.656399,29.503125",0,63815,4740,0
99,"106.384147,29.523009","106.572532,29.652119",0,43776,3720,0
0,"106.550555,29.610524","106.628424,29.471664",0,28272,2220,0
1,"106.550555,29.610524","106.556975,29.56437",0,8398,1260,0
2,"106.550555,29.610524","106.506619,29.62111",0,7915,1020,0
3,"106.550555,29.610524","106.575354,29.558923",0,9105,1560,0
4,"106.550555,29.610524","106.581872,29.517908",0,15229,1620,0
5,"106.550555,29.610524","106.62169,29.577863",0,11236,1020,0
6,"106.550555,29.610524","106.603476,29.585712",0,11214,1320,0
7,"106.550555,29.610524","106.506619,29.62111",0,7915,1020,0
8,"106.550555,29.610524","106.506619,29.62111",0,7915,1020,0
9,"106.550555,29.610524","106.552512,29.736186",0,21508,2100,0
10,"106.550555,29.610524","106.483303,29.538618",0,18011,2040,0
11,"106.550555,29.610524","106.325398,29.53605",0,46691,3600,0
12,"106.550555,29.610524","106.324651,29.635466",0,34757,2700,0
13,"106.550555,29.610524","106.324651,29.635466",0,34757,2700,0
14,"106.550555,29.610524","106.455153,29.534966",0,19041,2460,0
15,"106.550555,29.610524","106.562973,29.466024",0,20095,2160,0
16,"106.550555,29.610524","106.532194,29.544284",0,17060,2280,0
17,"106.550555,29.610524","106.539747,29.5637",0,9617,1140,0
18,"106.550555,29.610524","106.580548,29.503391",0,15226,1740,0
19,"106.550555,29.610524","106.575313,29.577264",0,6589,840,0
20,"106.550555,29.610524","106.496322,29.619746",0,8996,1200,0
21,"106.550555,29.610524","106.53562,29.656515",0,10388,1320,0
22,"106.550555,29.610524","106.611893,29.393828",0,39252,4260,0
23,"106.550555,29.610524","106.385061,29.676267",0,25758,2280,0
24,"106.550555,29.610524","106.804464,29.648298",0,36088,2940,0
25,"106.550555,29.610524","106.631277,29.685932",0,17943,2280,0
26,"106.550555,29.610524","106.524528,29.522457",0,18671,1920,0
27,"106.550555,29.610524","106.299863,29.614446",0,37403,3120,0
28,"106.550555,29.610524","106.579994,29.583249",0,8438,960,0
29,"106.550555,29.610524","106.299863,29.614446",0,37403,3120,0
30,"106.550555,29.610524","106.57777,29.529062",0,13560,1560,0
31,"106.550555,29.610524","106.560191,29.63154",0,5157,780,0
32,"106.550555,29.610524","106.583895,29.494683",0,18479,2100,0
33,"106.550555,29.610524","106.532276,29.51463",0,16175,1740,0
34,"106.550555,29.610524","106.761989,29.632985",0,33944,2820,0
35,"106.550555,29.610524","106.582366,29.560835",0,9862,1680,0
36,"106.550555,29.610524","106.493782,29.53759",0,19762,2520,0
37,"106.550555,29.610524","105.807366,29.527033",0,116662,9300,0
38,"106.550555,29.610524","106.568756,29.536444",0,13011,1680,0
39,"106.550555,29.610524","106.324651,29.635466",0,34757,2700,0
40,"106.550555,29.610524","106.324651,29.635466",0,34757,2700,0
41,"106.550555,29.610524","106.530686,29.600396",0,6486,900,0
42,"106.550555,29.610524","106.670156,29.633609",0,23637,2340,0
43,"106.550555,29.610524","106.402117,29.80278",0,38634,3060,0
44,"106.550555,29.610524","106.670156,29.633609",0,23637,2340,0
45,"106.550555,29.610524","106.470382,29.579333",0,14976,1740,0
46,"106.550555,29.610524","106.591886,29.533428",0,14670,1980,0
47,"106.550555,29.610524","106.449057,29.448701",0,29442,2880,0
48,"106.550555,29.610524","106.542752,29.816575",0,31250,2520,0
49,"106.550555,29.610524","106.466603,29.561936",0,16377,2040,0
50,"106.550555,29.610524","106.554536,29.619044",0,2512,480,0
51,"106.550555,29.610524","106.57072,29.656111",0,8455,1260,0
52,"106.550555,29.610524","106.539845,29.583886",0,6631,960,0
53,"106.550555,29.610524","106.524528,29.522457",0,18671,1920,0
54,"106.550555,29.610524","106.540047,29.582589",0,6873,1020,0
55,"106.550555,29.610524","106.540047,29.582589",0,6873,1020,0
56,"106.550555,29.610524","106.583643,29.564171",0,10247,1380,0
57,"106.550555,29.610524","106.579994,29.583249",0,8438,960,0
58,"106.550555,29.610524","106.57777,29.529062",0,13560,1560,0
59,"106.550555,29.610524","106.57822,29.727912",0,16924,2160,0
60,"106.550555,29.610524","106.517129,29.529399",0,15454,2280,0
61,"106.550555,29.610524","106.57822,29.727912",0,16924,2160,0
62,"106.550555,29.610524","106.551076,29.405264",0,50832,5100,0
63,"106.550555,29.610524","106.517129,29.529399",0,15454,2280,0
64,"106.550555,29.610524","106.594307,29.570101",0,15593,1860,0
65,"106.550555,29.610524","106.49598,29.60528",0,7805,1140,0
66,"106.550555,29.610524","106.526006,29.57101",0,10099,1440,0
67,"106.550555,29.610524","106.526006,29.57101",0,10099,1440,0
68,"106.550555,29.610524","106.661351,29.349681",0,49414,5280,0
69,"106.550555,29.610524","106.453372,29.546518",0,18242,2400,0
70,"106.550555,29.610524","106.478899,29.642794",0,13820,1560,0
71,"106.550555,29.610524","105.737082,29.69033",0,138619,11220,0
72,"106.550555,29.610524","106.669364,29.633076",0,23577,2340,0
73,"106.550555,29.610524","106.416438,29.79395",0,38525,3000,0
74,"106.550555,29.610524","106.831191,29.653835",0,41655,3720,0
75,"106.550555,29.610524","105.724175,29.34498",0,129666,10320,0
76,"106.550555,29.610524","106.581872,29.517908",0,15229,1620,0
77,"106.550555,29.610524","106.646695,29.732439",0,21939,2700,0
78,"106.550555,29.610524","106.553026,29.565573",0,10912,1500,0
79,"106.550555,29.610524","106.506619,29.62111",0,7915,1020,0
80,"106.550555,29.610524","106.674507,29.613793",0,27347,2820,0
81,"106.550555,29.610524","106.575413,29.562376",0,10750,1440,0
82,"106.550555,29.610524","106.526455,29.571259",0,10026,1440,0
83,"106.550555,29.610524","106.548796,29.391216",0,27741,3180,0
84,"106.550555,29.610524","106.45994,29.53091",0,20662,2280,0
85,"106.550555,29.610524","106.506674,29.504412",0,19099,2340,0
86,"106.550555,29.610524","106.324651,29.635466",0,34757,2700,0
87,"106.550555,29.610524","106.56171,29.061945",0,75910,7200,0
88,"106.550555,29.610524","106.508318,29.615037",0,7256,960,0
89,"106.550555,29.610524","106.455153,29.534966",0,19041,2460,0
90,"106.550555,29.610524","106.565944,29.48888",0,16614,1920,0
91,"106.550555,29.610524","106.533919,29.58656",0,7595,1020,0
92,"106.550555,29.610524","106.465319,29.560707",0,15567,1860,0
93,"106.550555,29.610524","106.521366,29.574211",0,9924,1380,0
94,"106.550555,29.610524","106.636653,29.792881",0,33241,4020,0
95,"106.550555,29.610524","106.294148,29.646664",0,44311,3720,0
96,"106.550555,29.610524","106.455863,29.603087",0,22183,2520,0
97,"106.550555,29.610524","106.444222,29.44153",0,30819,3060,0
98,"106.550555,29.610524","106.457473,29.727665",0,25328,2580,0
99,"106.550555,29.610524","106.580008,29.505844",0,15210,1740,0
0,"106.616885,29.676158","106.543865,29.425925",0,33170,3720,0
1,"106.616885,29.676158","106.543666,29.633111",0,19278,2280,0
2,"106.616885,29.676158","106.609572,29.665203",0,3243,600,0
3,"106.616885,29.676158","106.641637,29.612773",0,14479,1560,0
4,"106.616885,29.676158","106.55654,29.562133",0,18750,2460,0
5,"106.616885,29.676158","106.516845,29.616736",0,22980,2100,0
6,"106.616885,29.676158","106.55654,29.562133",0,18750,2460,0
7,"106.616885,29.676158","106.55654,29.562133",0,18750,2460,0
8,"106.616885,29.676158","106.520006,29.557101",0,24227,2760,0
9,"106.616885,29.676158","106.350857,29.523768",0,54906,3600,0
10,"106.616885,29.676158","106.564296,29.654847",0,20705,2580,0
11,"106.616885,29.676158","106.402117,29.80278",0,36767,2520,0
12,"106.616885,29.676158","106.448115,29.518068",0,34234,3840,0
13,"106.616885,29.676158","106.575232,29.723521",0,14050,1440,0
14,"106.616885,29.676158","106.714731,29.464225",0,42073,3360,6
15,"106.616885,29.676158","106.524603,29.541083",0,24981,3240,0
16,"106.616885,29.676158","106.548418,29.585873",0,15429,1920,0
17,"106.616885,29.676158","106.539246,29.599319",0,16480,1800,0
18,"106.616885,29.676158","106.333469,29.309595",0,62938,6000,0
19,"106.616885,29.676158","106.533262,29.609008",0,17120,1920,0
20,"106.616885,29.676158","105.742796,29.697112",0,146640,11040,0
21,"106.616885,29.676158","106.396445,29.653095",0,44551,3540,0
22,"106.616885,29.676158","106.424981,29.816815",0,38507,2820,0
23,"106.616885,29.676158","106.437744,29.834768",0,39538,2940,0
24,"106.616885,29.676158","106.48994,29.601242",0,20103,2340,0
25,"106.616885,29.676158","106.583517,29.661082",0,18055,1560,0
26,"106.616885,29.676158","106.609065,29.657856",0,5584,840,0
27,"106.616885,29.676158","106.578811,29.583062",0,16849,1920,0
28,"106.616885,29.676158","106.33835,29.715338",0,41034,2820,0
29,"106.616885,29.676158","106.498158,29.548044",0,26527,3180,0
30,"106.616885,29.676158","106.48455,29.561045",0,24046,3240,0
31,"106.616885,29.676158","106.48455,29.561045",0,24046,3240,0
32,"106.616885,29.676158","106.609065,29.657856",0,5584,840,0
33,"106.616885,29.676158","106.472794,29.565228",0,24602,2940,0
34,"106.616885,29.676158","106.51144,29.595375",0,18366,2160,0
35,"106.616885,29.676158","106.417592,29.804513",0,37268,2580,0
36,"106.616885,29.676158","106.532388,29.658287",0,20965,2040,0
37,"106.616885,29.676158","106.455966,29.510073",0,32851,3600,0
38,"106.616885,29.676158","106.517691,29.624592",0,21556,2040,0
39,"106.616885,29.676158","106.619487,29.698856",0,13419,1800,0
40,"106.616885,29.676158","106.560036,29.793809",0,23466,1800,0
41,"106.616885,29.676158","106.341044,29.605",0,47516,3120,0
42,"106.616885,29.676158","106.469056,29.59934",0,25167,2820,0
43,"106.616885,29.676158","106.50817,29.588904",0,20089,2340,0
44,"106.616885,29.676158","106.545289,29.741987",0,18681,1560,0
45,"106.616885,29.676158","106.632519,29.713308",0,15844,2220,0
46,"106.616885,29.676158","106.57406,29.645788",0,19158,2400,0
47,"106.616885,29.676158","106.527229,29.467279",0,34065,3960,0
48,"106.616885,29.676158","106.575573,29.692734",0,10842,1200,0
49,"106.616885,29.676158","106.454977,29.548087",0,26890,3240,0
50,"106.616885,29.676158","106.489784,29.538306",0,28826,3300,0
51,"106.616885,29.676158","106.479904,29.554766",0,27231,3180,0
52,"106.616885,29.676158","106.544137,29.415566",0,61694,6360,0
53,"106.616885,29.676158","106.575235,29.57739",0,15100,1800,0
54,"106.616885,29.676158","106.611387,29.958465",0,47654,3600,0
