number,origin,destination,code,distance,duration,toll,restriction
59,"106.57485,29.733029","106.508461,29.602091",0,21768,2640,0,1
60,"106.57485,29.733029","106.508461,29.602091",0,21768,2640,0,1
61,"106.57485,29.733029","106.514249,29.582631",0,25401,3420,0,1
62,"106.57485,29.733029","106.508461,29.602091",0,21768,2640,0,1
63,"106.57485,29.733029","106.6134,29.688502",0,14520,2580,0,0
64,"106.57485,29.733029","106.453638,29.650345",0,55188,4980,0,0
65,"106.57485,29.733029","106.626114,29.398649",0,151728,12780,0,0
66,"106.57485,29.733029","106.533997,29.565588",0,27200,3840,0,1
67,"106.57485,29.733029","106.551843,29.650122",0,21185,2640,0,1
68,"106.57485,29.733029","106.581698,29.520627",0,39172,5040,0,1
69,"106.57485,29.733029","106.52288,29.550783",0,30763,4320,0,1
70,"106.57485,29.733029","106.512547,29.511351",0,35350,4860,0,1
71,"106.57485,29.733029","106.473207,29.564749",0,29237,3480,0,1
72,"106.57485,29.733029","106.481465,29.771363",0,20903,2460,0,0
73,"106.57485,29.733029","106.481465,29.771363",0,20903,2460,0,0
74,"106.57485,29.733029","106.641637,29.612773",0,24814,3300,0,0
75,"106.57485,29.733029","106.55654,29.562133",0,30380,4320,0,1
76,"106.57485,29.733029","106.57571,29.580888",0,30443,4080,0,1
77,"106.57485,29.733029","106.575313,29.577264",0,29181,3960,0,1
78,"106.57485,29.733029","106.577057,29.578312",0,30869,4080,0,1
79,"106.57485,29.733029","106.324981,29.525253",0,52071,3900,0,0
80,"106.57485,29.733029","106.54485,29.416135",0,47443,6060,0,1
81,"106.57485,29.733029","106.538812,29.657252",0,19819,2820,0,1
82,"106.57485,29.733029","106.538812,29.657252",0,19819,2820,0,1
83,"106.57485,29.733029","106.590121,29.568028",0,35455,5220,0,1
84,"106.57485,29.733029","106.487157,29.628072",0,21247,2520,0,0
85,"106.57485,29.733029","106.524603,29.541083",0,32895,4680,0,1
86,"106.57485,29.733029","106.524603,29.541083",0,32895,4680,0,1
87,"106.57485,29.733029","106.539246,29.599319",0,23734,3240,0,1
88,"106.57485,29.733029","105.738583,29.70041",0,134598,11160,0,0
89,"106.57485,29.733029","106.496322,29.619746",0,20444,2340,0,1
90,"106.57485,29.733029","106.54746,29.415515",0,47752,6120,0,1
91,"106.57485,29.733029","106.505464,29.554275",0,31230,4020,0,1
92,"106.57485,29.733029","106.424981,29.816815",0,32918,2820,0,1
93,"106.57485,29.733029","106.437744,29.834768",0,33949,2880,0,1
94,"106.57485,29.733029","105.70941,29.703558",0,140011,11580,0,1
95,"106.57485,29.733029","106.453589,29.540679",0,32770,4140,0,1
