number,origin,destination,code,distance,duration,toll,restriction
79,"106.417592,29.804513","106.408096,29.803608",0,1750,360,0,1
80,"106.417592,29.804513","106.520058,29.605993",0,38924,4140,0,1
81,"106.417592,29.804513","106.484414,29.754229",0,23957,1980,0,1
82,"106.417592,29.804513","106.499084,29.620278",0,33504,2820,0,1
83,"106.417592,29.804513","106.351461,29.5216",0,34924,2220,0,1
84,"106.417592,29.804513","106.518746,29.625885",0,35197,3540,0,1
85,"106.417592,29.804513","106.506101,29.596163",0,35786,3360,0,1
86,"106.417592,29.804513","106.648847,29.089485",0,115677,11460,0,1
87,"106.417592,29.804513","106.303766,29.332745",0,65988,5340,0,1
88,"106.417592,29.804513","106.564655,29.639156",0,37844,3780,0,1
89,"106.417592,29.804513","106.611483,29.711383",0,35491,2820,0,1
90,"106.417592,29.804513","106.441199,29.397201",0,76444,7560,0,1
91,"106.417592,29.804513","106.453437,29.546603",0,45989,4140,0,1
92,"106.417592,29.804513","106.573154,29.560096",0,46103,5100,0,1
93,"106.417592,29.804513","106.501284,29.585424",0,36769,3600,0,1
94,"106.417592,29.804513","106.548222,29.581026",0,40753,4200,0,1
95,"106.417592,29.804513","106.491675,29.63761",0,31261,2580,0,1
96,"106.417592,29.804513","106.491675,29.63761",0,31261,2580,0,1
97,"106.417592,29.804513","106.491675,29.63761",0,31261,2580,0,1
98,"106.417592,29.804513","106.491675,29.63761",0,31261,2580,0,1
99,"106.417592,29.804513","106.554929,29.559583",0,43115,4620,0,1
0,"106.472794,29.565228","106.563338,29.583119",0,16955,2880,0,1
1,"106.472794,29.565228","106.520194,29.511616",0,16542,2460,0,1
2,"106.472794,29.565228","106.522804,29.540642",0,14633,2280,0,1
3,"106.472794,29.565228","106.575354,29.558923",0,12297,2100,0,1
4,"106.472794,29.565228","106.389452,29.710435",0,38407,3360,0,1
5,"106.472794,29.565228","106.529894,29.529111",0,12523,1800,0,1
6,"106.472794,29.565228","106.486467,29.56205",0,3289,540,0,1
7,"106.472794,29.565228","106.576253,29.52993",0,24146,3300,0,1
8,"106.472794,29.565228","106.506619,29.62111",0,16114,2940,0,1
9,"106.472794,29.565228","106.396359,29.246407",0,59862,5400,0,1
10,"106.472794,29.565228","106.519062,29.606843",0,12467,2460,0,1
11,"106.472794,29.565228","106.454114,29.542762",0,8106,1440,0,1
12,"106.472794,29.565228","106.338853,29.603472",0,19637,2520,0,1
13,"106.472794,29.565228","106.564655,29.639156",0,22910,3900,0,1
14,"106.472794,29.565228","106.440827,29.677463",0,16491,2100,0,1
15,"106.472794,29.565228","106.381747,29.407871",0,39650,3960,0,1
16,"106.472794,29.565228","106.535406,29.58118",0,11863,2460,0,1
17,"106.472794,29.565228","106.330443,29.605097",0,20375,2520,0,1
18,"106.472794,29.565228","106.469852,29.567755",0,497,60,0,1
19,"106.472794,29.565228","106.605248,29.715429",0,32357,4620,0,1
20,"106.472794,29.565228","106.613147,29.712397",0,34408,4860,0,1
21,"106.472794,29.565228","106.644376,29.479177",0,36665,4260,0,1
22,"106.472794,29.565228","106.396359,29.246407",0,59862,5400,0,1
23,"106.472794,29.565228","106.454312,29.585594",0,12651,1560,0,1
24,"106.472794,29.565228","106.573013,29.527648",0,22773,3300,0,1
25,"106.472794,29.565228","106.617365,29.724688",0,34329,4860,0,1
26,"106.472794,29.565228","106.653274,29.518215",0,31125,3600,0,1
27,"106.472794,29.565228","106.575354,29.558923",0,12297,2100,0,1
28,"106.472794,29.565228","106.546076,29.742892",0,31692,4380,0,1
29,"106.472794,29.565228","105.809037,29.394878",0,102287,8700,0,1
30,"106.472794,29.565228","106.557964,29.718163",0,27630,4020,0,1
31,"106.472794,29.565228","106.335525,29.306186",0,42981,4380,0,1
32,"106.472794,29.565228","106.526012,29.571562",0,7974,1380,0,1
33,"106.472794,29.565228","106.550159,29.609917",0,16369,3120,0,1
34,"106.472794,29.565228","106.550159,29.609917",0,16369,3120,0,1
35,"106.472794,29.565228","106.534572,29.627245",0,17224,3180,0,1
36,"106.472794,29.565228","106.534572,29.627245",0,17224,3180,0,1
37,"106.472794,29.565228","106.521073,29.540617",0,14609,2400,0,1
38,"106.472794,29.565228","106.494806,29.649728",0,17668,2760,0,1
39,"106.472794,29.565228","106.30965,29.608528",0,22079,2760,0,1
40,"106.472794,29.565228","106.532812,29.590116",0,14154,2820,0,1
41,"106.472794,29.565228","106.328098,29.605942",0,21119,2640,0,1
42,"106.472794,29.565228","106.375095,29.641469",0,21410,2100,0,1
43,"106.472794,29.565228","106.455459,29.660458",0,14786,1920,0,1
44,"106.472794,29.565228","106.342437,29.518986",0,27695,2700,0,1
45,"106.472794,29.565228","106.540485,29.827536",0,40223,4080,0,1
46,"106.472794,29.565228","106.555913,29.45729",0,25728,3480,0,1
47,"106.472794,29.565228","106.342437,29.518986",0,27695,2700,0,1
48,"106.472794,29.565228","106.387972,29.270314",0,51787,4680,0,1
49,"106.472794,29.565228","106.54306,29.579964",0,13575,2580,0,1
50,"106.472794,29.565228","106.342437,29.518986",0,27695,2700,0,1
51,"106.472794,29.565228","106.575754,29.559868",0,12922,2220,0,1
52,"106.472794,29.565228","106.501673,29.535626",0,12632,1860,0,1
53,"106.472794,29.565228","106.684044,29.502553",0,35342,3840,0,1
54,"106.472794,29.565228","106.324651,29.635466",0,24179,2940,0,1
55,"106.472794,29.565228","106.521924,29.624062",0,15807,3060,0,1
56,"106.472794,29.565228","106.45324,29.538004",0,8131,1440,0,1
57,"106.472794,29.565228","106.39973,29.641279",0,24578,2460,0,1
58,"106.472794,29.565228","106.324651,29.635466",0,24179,2940,0,1
59,"106.472794,29.565228","106.521924,29.624062",0,15807,3060,0,1
60,"106.472794,29.565228","106.694554,28.973976",0,106406,9420,0,1
61,"106.472794,29.565228","106.533595,29.384211",0,35399,3660,0,1
62,"106.472794,29.565228","106.458697,29.540749",0,8125,1440,0,1
63,"106.472794,29.565228","106.626249,29.676689",0,33795,5220,0,1
64,"106.472794,29.565228","106.458697,29.540749",0,8125,1440,0,1
65,"106.472794,29.565228","106.470313,29.725997",0,26969,2880,0,1
66,"106.472794,29.565228","106.634226,29.719035",0,36127,5100,0,1
67,"106.472794,29.565228","106.561772,29.607034",0,16958,3060,0,1
68,"106.472794,29.565228","106.561772,29.607034",0,16958,3060,0,1
69,"106.472794,29.565228","106.576256,29.557443",0,12562,2160,0,1
70,"106.472794,29.565228","106.576256,29.557443",0,12562,2160,0,1
71,"106.472794,29.565228","106.576256,29.557443",0,12562,2160,0,1
72,"106.472794,29.565228","106.667904,29.670764",0,39992,5760,0,1
73,"106.472794,29.565228","106.502051,29.545444",0,11670,1500,0,1
74,"106.472794,29.565228","106.502518,29.541099",0,12359,1740,0,1
75,"106.472794,29.565228","106.504022,29.541437",0,12140,1740,0,1
76,"106.472794,29.565228","106.333688,29.317011",0,41695,4200,0,1
77,"106.472794,29.565228","106.454883,29.689305",0,18063,2220,0,1
78,"106.472794,29.565228","106.551376,29.564366",0,9373,1560,0,1
79,"106.472794,29.565228","106.454078,29.53965",0,7868,1440,0,1
80,"106.472794,29.565228","106.552594,29.56729",0,11273,1740,0,1
81,"106.472794,29.565228","106.454078,29.53965",0,7868,1440,0,1
82,"106.472794,29.565228","106.670684,29.635736",0,40914,6000,0,1
83,"106.472794,29.565228","106.454078,29.53965",0,7868,1440,0,1
84,"106.472794,29.565228","106.555505,29.571809",0,14333,1800,0,1
85,"106.472794,29.565228","106.386067,29.685311",0,22731,2340,0,1
86,"106.472794,29.565228","106.587073,29.565019",0,13107,2100,0,1
87,"106.472794,29.565228","106.291009,29.573053",0,30364,3180,0,1
88,"106.472794,29.565228","106.520366,29.597302",0,11540,2280,0,1
89,"106.472794,29.565228","106.459658,29.479363",0,15133,2340,0,1
90,"106.472794,29.565228","106.517299,29.622034",0,14019,2760,0,1
91,"106.472794,29.565228","106.576256,29.557443",0,12562,2160,0,1
92,"106.472794,29.565228","106.519389,29.511181",0,16417,2400,0,1
93,"106.472794,29.565228","106.524106,29.518995",0,14393,2280,0,1
94,"106.472794,29.565228","106.527503,29.38604",0,35513,3660,0,1
95,"106.472794,29.565228","106.575288,29.581245",0,17394,2940,0,1
96,"106.472794,29.565228","106.381274,29.610625",0,15299,1680,0,1
97,"106.472794,29.565228","106.656399,29.503125",0,33188,3840,0,1
98,"106.472794,29.565228","106.572532,29.652119",0,24227,4080,0,1
99,"106.472794,29.565228","106.466888,29.521159",0,10095,1380,0,1
0,"106.609065,29.657856","106.563338,29.583119",0,31728,4080,0,1
1,"106.609065,29.657856","106.520194,29.511616",0,38583,5160,0,1
2,"106.609065,29.657856","106.522804,29.540642",0,40190,5340,0,1
3,"106.609065,29.657856","106.575354,29.558923",0,35949,5040,0,1
4,"106.609065,29.657856","106.389452,29.710435",0,40172,4260,0,0
5,"106.609065,29.657856","106.529894,29.529111",0,38097,5220,0,1
6,"106.609065,29.657856","106.486467,29.56205",0,35090,4200,0,1
7,"106.609065,29.657856","106.576253,29.52993",0,46187,5820,0,1
8,"106.609065,29.657856","106.506619,29.62111",0,23520,2940,0,1
9,"106.609065,29.657856","106.396359,29.246407",0,110751,9900,0,0
10,"106.609065,29.657856","106.519062,29.606843",0,26164,3360,0,1
11,"106.609065,29.657856","106.454114,29.542762",0,37328,4680,0,1
12,"106.609065,29.657856","106.338853,29.603472",0,52066,4680,0,0
13,"106.609065,29.657856","106.564655,29.639156",0,27656,3660,0,1
14,"106.609065,29.657856","106.440827,29.677463",0,67130,6720,0,0
15,"106.609065,29.657856","106.381747,29.407871",0,86936,7620,0,0
16,"106.609065,29.657856","106.535406,29.58118",0,30567,4380,0,1
17,"106.609065,29.657856","106.330443,29.605097",0,53496,4860,0,0
18,"106.609065,29.657856","106.469852,29.567755",0,33987,4140,0,1
19,"106.609065,29.657856","106.605248,29.715429",0,15167,2400,0,0
20,"106.609065,29.657856","106.613147,29.712397",0,15542,2460,0,1
21,"106.609065,29.657856","106.644376,29.479177",0,51056,4200,7,0
22,"106.609065,29.657856","106.396359,29.246407",0,110751,9900,0,0
23,"106.609065,29.657856","106.454312,29.585594",0,34835,4320,0,1
24,"106.609065,29.657856","106.573013,29.527648",0,44814,5820,0,1
25,"106.609065,29.657856","106.617365,29.724688",0,19068,3000,0,0
26,"106.609065,29.657856","106.653274,29.518215",0,46525,3420,7,0
27,"106.609065,29.657856","106.575354,29.558923",0,35949,5040,0,1
28,"106.609065,29.657856","106.546076,29.742892",0,20373,2880,0,0
29,"106.609065,29.657856","105.809037,29.394878",0,134398,11280,0,0
30,"106.609065,29.657856","106.557964,29.718163",0,16991,2520,0,0
31,"106.609065,29.657856","106.335525,29.306186",0,95844,8400,0,0
32,"106.609065,29.657856","106.526012,29.571562",0,33325,4320,0,1
33,"106.609065,29.657856","106.550159,29.609917",0,29293,4080,0,1
34,"106.609065,29.657856","106.550159,29.609917",0,29293,4080,0,1
35,"106.609065,29.657856","106.534572,29.627245",0,26934,3540,0,1
36,"106.609065,29.657856","106.534572,29.627245",0,26934,3540,0,1
37,"106.609065,29.657856","106.521073,29.540617",0,36972,5040,0,1
38,"106.609065,29.657856","106.494806,29.649728",0,26666,3720,0,0
39,"106.609065,29.657856","106.30965,29.608528",0,54154,5040,0,0
40,"106.609065,29.657856","106.532812,29.590116",0,28813,3900,0,1
41,"106.609065,29.657856","106.328098,29.605942",0,53548,4860,0,0
42,"106.609065,29.657856","106.375095,29.641469",0,45384,4200,0,0
43,"106.609065,29.657856","106.455459,29.660458",0,65425,6540,0,0
44,"106.609065,29.657856","106.342437,29.518986",0,59846,5100,0,0
45,"106.609065,29.657856","106.540485,29.827536",0,30751,3780,0,0
46,"106.609065,29.657856","106.555913,29.45729",0,47769,6000,0,1
47,"106.609065,29.657856","106.342437,29.518986",0,59846,5100,0,0
48,"106.609065,29.657856","106.387972,29.270314",0,107660,9480,0,0
49,"106.609065,29.657856","106.54306,29.579964",0,31327,4260,0,1
50,"106.609065,29.657856","106.342437,29.518986",0,59846,5100,0,0
51,"106.609065,29.657856","106.575754,29.559868",0,36574,5220,0,1
52,"106.609065,29.657856","106.501673,29.535626",0,36932,5160,0,1
53,"106.609065,29.657856","106.684044,29.502553",0,44452,3360,7,0
54,"106.609065,29.657856","106.324651,29.635466",0,43976,3600,0,1
55,"106.609065,29.657856","106.521924,29.624062",0,26630,3540,0,1
56,"106.609065,29.657856","106.45324,29.538004",0,37353,4680,0,1
57,"106.609065,29.657856","106.39973,29.641279",0,48489,4560,0,0
58,"106.609065,29.657856","106.324651,29.635466",0,43976,3600,0,1
59,"106.609065,29.657856","106.521924,29.624062",0,26630,3540,0,1
60,"106.609065,29.657856","106.694554,28.973976",0,200000,16560,0,0
61,"106.609065,29.657856","106.533595,29.384211",0,58930,7500,0,1
62,"106.609065,29.657856","106.458697,29.540749",0,37347,4680,0,1
63,"106.609065,29.657856","106.626249,29.676689",0,5389,720,0,0
64,"106.609065,29.657856","106.458697,29.540749",0,37347,4680,0,1
65,"106.609065,29.657856","106.470313,29.725997",0,25782,3360,0,0
66,"106.609065,29.657856","106.634226,29.719035",0,17261,2700,0,1
67,"106.609065,29.657856","106.561772,29.607034",0,30614,4140,0,1
68,"106.609065,29.657856","106.561772,29.607034",0,30614,4140,0,1
69,"106.609065,29.657856","106.576256,29.557443",0,36214,5160,0,1
70,"106.609065,29.657856","106.576256,29.557443",0,36214,5160,0,1
71,"106.609065,29.657856","106.576256,29.557443",0,36214,5160,0,1
72,"106.609065,29.657856","106.667904,29.670764",0,10789,1320,0,0
73,"106.609065,29.657856","106.502051,29.545444",0,35864,4920,0,1
74,"106.609065,29.657856","106.502518,29.541099",0,36659,5160,0,1
75,"106.609065,29.657856","106.504022,29.541437",0,36440,5100,0,1
76,"106.609065,29.657856","106.333688,29.317011",0,94558,8220,0,0
77,"106.609065,29.657856","106.454883,29.689305",0,68702,6780,0,0
78,"106.609065,29.657856","106.551376,29.564366",0,37509,5160,0,1
79,"106.609065,29.657856","106.454078,29.53965",0,37090,4680,0,1
80,"106.609065,29.657856","106.552594,29.56729",0,39409,5160,0,1
81,"106.609065,29.657856","106.454078,29.53965",0,37090,4680,0,1
82,"106.609065,29.657856","106.670684,29.635736",0,11711,1560,0,0
83,"106.609065,29.657856","106.454078,29.53965",0,37090,4680,0,1
84,"106.609065,29.657856","106.555505,29.571809",0,32944,4680,0,1
85,"106.609065,29.657856","106.386067,29.685311",0,49885,4800,0,0
86,"106.609065,29.657856","106.587073,29.565019",0,41243,5760,0,1
87,"106.609065,29.657856","106.291009,29.573053",0,69045,6300,0,0
88,"106.609065,29.657856","106.520366,29.597302",0,27085,3540,0,1
89,"106.609065,29.657856","106.459658,29.479363",0,46222,5880,0,1
90,"106.609065,29.657856","106.517299,29.622034",0,25543,3360,0,1
91,"106.609065,29.657856","106.576256,29.557443",0,36214,5160,0,1
92,"106.609065,29.657856","106.519389,29.511181",0,38458,5100,0,1
93,"106.609065,29.657856","106.524106,29.518995",0,39071,5340,0,1
94,"106.609065,29.657856","106.527503,29.38604",0,59044,7500,0,1
95,"106.609065,29.657856","106.575288,29.581245",0,32992,4260,0,1
96,"106.609065,29.657856","106.381274,29.610625",0,41314,4080,0,1
97,"106.609065,29.657856","106.656399,29.503125",0,66198,4140,0,1
98,"106.609065,29.657856","106.572532,29.652119",0,28973,3840,0,1
99,"106.609065,29.657856","106.466888,29.521159",0,41184,5340,0,1
0,"106.51144,29.595375","106.563338,29.583119",0,9978,1920,0,1
1,"106.51144,29.595375","106.520194,29.511616",0,11679,2340,0,1
2,"106.51144,29.595375","106.522804,29.540642",0,13286,2580,0,1
3,"106.51144,29.595375","106.575354,29.558923",0,11333,2460,0,1
4,"106.51144,29.595375","106.389452,29.710435",0,35572,4320,0,1
5,"106.51144,29.595375","106.529894,29.529111",0,11864,2400,0,1
6,"106.51144,29.595375","106.486467,29.56205",0,8275,1620,0,1
7,"106.51144,29.595375","106.576253,29.52993",0,19283,3180,0,1
8,"106.51144,29.595375","106.506619,29.62111",0,6645,2040,0,1
9,"106.51144,29.595375","106.396359,29.246407",0,59613,6240,0,1
10,"106.51144,29.595375","106.519062,29.606843",0,5490,1380,0,1
11,"106.51144,29.595375","106.454114,29.542762",0,10513,2160,0,1
12,"106.51144,29.595375","106.338853,29.603472",0,25935,3540,0,1
13,"106.51144,29.595375","106.564655,29.639156",0,13441,3120,0,1
14,"106.51144,29.595375","106.440827,29.677463",0,19529,3180,0,1
15,"106.51144,29.595375","106.381747,29.407871",0,43835,4920,0,1
16,"106.51144,29.595375","106.535406,29.58118",0,4886,1500,0,1
17,"106.51144,29.595375","106.330443,29.605097",0,26673,3600,0,1
18,"106.51144,29.595375","106.469852,29.567755",0,7172,1560,0,1
19,"106.51144,29.595375","106.605248,29.715429",0,22888,3840,0,1
20,"106.51144,29.595375","106.613147,29.712397",0,24939,4080,0,1
21,"106.51144,29.595375","106.644376,29.479177",0,29688,3420,0,1
22,"106.51144,29.595375","106.396359,29.246407",0,59613,6240,0,1
23,"106.51144,29.595375","106.454312,29.585594",0,8978,1740,0,1
24,"106.51144,29.595375","106.573013,29.527648",0,17910,3180,0,1
25,"106.51144,29.595375","106.617365,29.724688",0,24860,4080,0,1
26,"106.51144,29.595375","106.653274,29.518215",0,24148,2760,0,1
27,"106.51144,29.595375","106.575354,29.558923",0,11333,2460,0,1
28,"106.51144,29.595375","106.546076,29.742892",0,22223,3600,0,1
29,"106.51144,29.595375","105.809037,29.394878",0,108585,9900,0,1
30,"106.51144,29.595375","106.557964,29.718163",0,18161,3240,0,1
31,"106.51144,29.595375","106.335525,29.306186",0,47166,5220,0,1
32,"106.51144,29.595375","106.526012,29.571562",0,6497,1200,0,1
33,"106.51144,29.595375","106.550159,29.609917",0,9392,2280,0,1
34,"106.51144,29.595375","106.550159,29.609917",0,9392,2280,0,1
35,"106.51144,29.595375","106.534572,29.627245",0,7755,2340,0,1
36,"106.51144,29.595375","106.534572,29.627245",0,7755,2340,0,1
37,"106.51144,29.595375","106.521073,29.540617",0,10068,2340,0,1
38,"106.51144,29.595375","106.494806,29.649728",0,10152,2520,0,1
39,"106.51144,29.595375","106.30965,29.608528",0,28377,3780,0,1
40,"106.51144,29.595375","106.532812,29.590116",0,7177,1980,0,1
41,"106.51144,29.595375","106.328098,29.605942",0,27417,3720,0,1
42,"106.51144,29.595375","106.375095,29.641469",0,26545,3480,0,1
43,"106.51144,29.595375","106.455459,29.660458",0,20975,3240,0,1
44,"106.51144,29.595375","106.342437,29.518986",0,33993,3840,0,1
45,"106.51144,29.595375","106.540485,29.827536",0,32601,4380,0,1
46,"106.51144,29.595375","106.555913,29.45729",0,20865,3360,0,1
47,"106.51144,29.595375","106.342437,29.518986",0,33993,3840,0,1
48,"106.51144,29.595375","106.387972,29.270314",0,51538,5460,0,1
49,"106.51144,29.595375","106.54306,29.579964",0,6598,1680,0,1
50,"106.51144,29.595375","106.342437,29.518986",0,33993,3840,0,1
51,"106.51144,29.595375","106.575754,29.559868",0,11958,2640,0,1
52,"106.51144,29.595375","106.501673,29.535626",0,10028,2460,0,1
53,"106.51144,29.595375","106.684044,29.502553",0,28365,3000,0,1
54,"106.51144,29.595375","106.324651,29.635466",0,33199,3720,0,1
55,"106.51144,29.595375","106.521924,29.624062",0,7451,2400,0,1
56,"106.51144,29.595375","106.45324,29.538004",0,10538,2220,0,1
57,"106.51144,29.595375","106.39973,29.641279",0,27475,3600,0,1
58,"106.51144,29.595375","106.324651,29.635466",0,33199,3720,0,1
59,"106.51144,29.595375","106.521924,29.624062",0,7451,2400,0,1
60,"106.51144,29.595375","106.694554,28.973976",0,100987,10560,0,1
61,"106.51144,29.595375","106.533595,29.384211",0,32026,4860,0,1
62,"106.51144,29.595375","106.458697,29.540749",0,10532,2160,0,1
63,"106.51144,29.595375","106.626249,29.676689",0,24326,4380,0,1
64,"106.51144,29.595375","106.458697,29.540749",0,10532,2160,0,1
65,"106.51144,29.595375","106.470313,29.725997",0,19347,3240,0,1
66,"106.51144,29.595375","106.634226,29.719035",0,26658,4320,0,1
67,"106.51144,29.595375","106.561772,29.607034",0,9981,2040,0,1
68,"106.51144,29.595375","106.561772,29.607034",0,9981,2040,0,1
69,"106.51144,29.595375","106.576256,29.557443",0,11598,2580,0,1
70,"106.51144,29.595375","106.576256,29.557443",0,11598,2580,0,1
71,"106.51144,29.595375","106.576256,29.557443",0,11598,2580,0,1
72,"106.51144,29.595375","106.667904,29.670764",0,30523,4920,0,1
73,"106.51144,29.595375","106.502051,29.545444",0,8960,2100,0,1
74,"106.51144,29.595375","106.502518,29.541099",0,9755,2340,0,1
75,"106.51144,29.595375","106.504022,29.541437",0,9536,2340,0,1
76,"106.51144,29.595375","106.333688,29.317011",0,45880,5100,0,1
77,"106.51144,29.595375","106.454883,29.689305",0,21101,3240,0,1
78,"106.51144,29.595375","106.551376,29.564366",0,10605,2400,0,1
79,"106.51144,29.595375","106.454078,29.53965",0,10275,2160,0,1
80,"106.51144,29.595375","106.552594,29.56729",0,12505,2520,0,1
81,"106.51144,29.595375","106.454078,29.53965",0,10275,2160,0,1
82,"106.51144,29.595375","106.670684,29.635736",0,31445,5160,0,1
83,"106.51144,29.595375","106.454078,29.53965",0,10275,2160,0,1
84,"106.51144,29.595375","106.555505,29.571809",0,8519,2040,0,1
85,"106.51144,29.595375","106.386067,29.685311",0,25411,3360,0,1
86,"106.51144,29.595375","106.587073,29.565019",0,14339,2880,0,1
87,"106.51144,29.595375","106.291009,29.573053",0,36662,4260,0,1
88,"106.51144,29.595375","106.520366,29.597302",0,4563,1140,0,1
89,"106.51144,29.595375","106.459658,29.479363",0,19318,3360,0,1
90,"106.51144,29.595375","106.517299,29.622034",0,6364,1980,0,1
91,"106.51144,29.595375","106.576256,29.557443",0,11598,2580,0,1
92,"106.51144,29.595375","106.519389,29.511181",0,11554,2340,0,1
93,"106.51144,29.595375","106.524106,29.518995",0,12167,2640,0,1
94,"106.51144,29.595375","106.527503,29.38604",0,32140,4860,0,1
95,"106.51144,29.595375","106.575288,29.581245",0,10417,2100,0,1
96,"106.51144,29.595375","106.381274,29.610625",0,21597,2880,0,1
97,"106.51144,29.595375","106.656399,29.503125",0,26211,3000,0,1
98,"106.51144,29.595375","106.572532,29.652119",0,14758,3300,0,1
99,"106.51144,29.595375","106.466888,29.521159",0,14280,2580,0,1
0,"106.417592,29.804513","106.563338,29.583119",0,40755,3900,0,1
1,"106.417592,29.804513","106.520194,29.511616",0,47610,4920,0,1
2,"106.417592,29.804513","106.522804,29.540642",0,49217,5100,0,1
3,"106.417592,29.804513","106.575354,29.558923",0,44976,4800,0,1
4,"106.417592,29.804513","106.389452,29.710435",0,16851,1440,0,1
5,"106.417592,29.804513","106.529894,29.529111",0,47124,4980,0,1
6,"106.417592,29.804513","106.486467,29.56205",0,44334,3540,0,1
7,"106.417592,29.804513","106.576253,29.52993",0,55214,5640,0,1
8,"106.417592,29.804513","106.506619,29.62111",0,32547,2700,0,1
9,"106.417592,29.804513","106.396359,29.246407",0,87368,7080,0,1
10,"106.417592,29.804513","106.519062,29.606843",0,35191,3120,0,1
11,"106.417592,29.804513","106.454114,29.542762",0,46572,4080,0,1
12,"106.417592,29.804513","106.338853,29.603472",0,28683,1920,0,1
13,"106.417592,29.804513","106.564655,29.639156",0,37844,3720,0,1
14,"106.417592,29.804513","106.440827,29.677463",0,29013,1980,0,1
15,"106.417592,29.804513","106.381747,29.407871",0,63553,4800,0,1
16,"106.417592,29.804513","106.535406,29.58118",0,39594,4140,0,1
17,"106.417592,29.804513","106.330443,29.605097",0,29067,2220,0,1
18,"106.417592,29.804513","106.469852,29.567755",0,43231,3540,0,1
19,"106.417592,29.804513","106.605248,29.715429",0,33911,2700,0,1
20,"106.417592,29.804513","106.613147,29.712397",0,35033,3000,0,1
21,"106.417592,29.804513","106.644376,29.479177",0,63332,5820,0,1
22,"106.417592,29.804513","106.396359,29.246407",0,87368,7080,0,1
23,"106.417592,29.804513","106.454312,29.585594",0,44079,3720,0,1
24,"106.417592,29.804513","106.573013,29.527648",0,53841,5580,0,1
25,"106.417592,29.804513","106.617365,29.724688",0,34954,3000,0,1
26,"106.417592,29.804513","106.653274,29.518215",0,57792,5100,0,1
27,"106.417592,29.804513","106.575354,29.558923",0,44976,4800,0,1
28,"106.417592,29.804513","106.546076,29.742892",0,29600,2220,0,1
29,"106.417592,29.804513","105.809037,29.394878",0,111055,8400,0,1
30,"106.417592,29.804513","106.557964,29.718163",0,30395,2040,0,1
31,"106.417592,29.804513","106.335525,29.306186",0,72461,5520,0,1
32,"106.417592,29.804513","106.526012,29.571562",0,44460,3720,0,1
33,"106.417592,29.804513","106.550159,29.609917",0,38320,3840,0,1
34,"106.417592,29.804513","106.550159,29.609917",0,38320,3840,0,1
35,"106.417592,29.804513","106.534572,29.627245",0,35961,3300,0,1
36,"106.417592,29.804513","106.534572,29.627245",0,35961,3300,0,1
37,"106.417592,29.804513","106.521073,29.540617",0,45999,4800,0,1
38,"106.417592,29.804513","106.494806,29.649728",0,30581,2460,0,1
39,"106.417592,29.804513","106.30965,29.608528",0,29164,2220,0,1
40,"106.417592,29.804513","106.532812,29.590116",0,37840,3660,0,1
41,"106.417592,29.804513","106.328098,29.605942",0,30165,2040,0,1
42,"106.417592,29.804513","106.375095,29.641469",0,22001,1380,0,1
43,"106.417592,29.804513","106.455459,29.660458",0,30406,2100,0,1
44,"106.417592,29.804513","106.342437,29.518986",0,36463,2340,0,1
45,"106.417592,29.804513","106.540485,29.827536",0,33731,2760,0,1
46,"106.417592,29.804513","106.555913,29.45729",0,56796,5820,0,1
47,"106.417592,29.804513","106.342437,29.518986",0,36463,2340,0,1
48,"106.417592,29.804513","106.387972,29.270314",0,84277,6660,0,1
49,"106.417592,29.804513","106.54306,29.579964",0,40354,4080,0,1
50,"106.417592,29.804513","106.342437,29.518986",0,36463,2340,0,1
51,"106.417592,29.804513","106.575754,29.559868",0,45601,4920,0,1
52,"106.417592,29.804513","106.501673,29.535626",0,45959,4980,0,1
53,"106.417592,29.804513","106.684044,29.502553",0,62009,5340,0,1
54,"106.417592,29.804513","106.324651,29.635466",0,26753,1740,0,1
55,"106.417592,29.804513","106.521924,29.624062",0,35657,3300,0,1
56,"106.417592,29.804513","106.45324,29.538004",0,46597,4080,0,1
57,"106.417592,29.804513","106.39973,29.641279",0,25106,1800,0,1
58,"106.417592,29.804513","106.324651,29.635466",0,26753,1740,0,1
59,"106.417592,29.804513","106.521924,29.624062",0,35657,3300,0,1
60,"106.417592,29.804513","106.694554,28.973976",0,136918,12780,0,1
61,"106.417592,29.804513","106.533595,29.384211",0,67957,7320,0,1
62,"106.417592,29.804513","106.458697,29.540749",0,46591,4080,0,1
63,"106.417592,29.804513","106.626249,29.676689",0,39143,3240,0,1
64,"106.417592,29.804513","106.458697,29.540749",0,46591,4080,0,1
65,"106.417592,29.804513","106.470313,29.725997",0,21068,1560,0,1
66,"106.417592,29.804513","106.634226,29.719035",0,36752,3240,0,1
67,"106.417592,29.804513","106.561772,29.607034",0,39641,3960,0,1
68,"106.417592,29.804513","106.561772,29.607034",0,39641,3960,0,1
69,"106.417592,29.804513","106.576256,29.557443",0,45241,4920,0,1
70,"106.417592,29.804513","106.576256,29.557443",0,45241,4920,0,1
71,"106.417592,29.804513","106.576256,29.557443",0,45241,4920,0,1
72,"106.417592,29.804513","106.667904,29.670764",0,45340,3780,0,1
73,"106.417592,29.804513","106.502051,29.545444",0,44891,4680,0,1
74,"106.417592,29.804513","106.502518,29.541099",0,45686,4920,0,1
75,"106.417592,29.804513","106.504022,29.541437",0,45467,4860,0,1
76,"106.417592,29.804513","106.333688,29.317011",0,71175,5400,0,1
77,"106.417592,29.804513","106.454883,29.689305",0,30585,2100,0,1
