number,origin,destination,code,distance,duration,toll,restriction
38,"106.411922,29.810434","106.568756,29.536444",0,46338,3540,0,1
39,"106.411922,29.810434","106.324651,29.635466",0,26684,1500,0,1
40,"106.411922,29.810434","106.324651,29.635466",0,26684,1500,0,1
41,"106.411922,29.810434","106.530686,29.600396",0,32463,2040,0,1
42,"106.411922,29.810434","106.670156,29.633609",0,38178,2520,0,1
43,"106.411922,29.810434","106.402117,29.80278",0,2094,360,0,1
44,"106.411922,29.810434","106.670156,29.633609",0,38178,2520,0,1
45,"106.411922,29.810434","106.470382,29.579333",0,31416,1860,0,1
46,"106.411922,29.810434","106.591886,29.533428",0,47734,3780,0,1
47,"106.411922,29.810434","106.449057,29.448701",0,47526,2760,0,1
48,"106.411922,29.810434","106.542752,29.816575",0,21490,1440,8,1
49,"106.411922,29.810434","106.466603,29.561936",0,35843,2880,0,1
50,"106.411922,29.810434","106.554536,29.619044",0,34387,2340,0,1
51,"106.411922,29.810434","106.57072,29.656111",0,35858,2820,0,1
52,"106.411922,29.810434","106.539845,29.583886",0,34382,2340,0,1
53,"106.411922,29.810434","106.524528,29.522457",0,39926,2700,0,1
54,"106.411922,29.810434","106.540047,29.582589",0,34674,2400,0,1
55,"106.411922,29.810434","106.540047,29.582589",0,34674,2400,0,1
56,"106.411922,29.810434","106.583643,29.564171",0,43311,3060,0,1
57,"106.411922,29.810434","106.579994,29.583249",0,41502,2700,0,1
58,"106.411922,29.810434","106.57777,29.529062",0,50550,3240,0,1
59,"106.411922,29.810434","106.57822,29.727912",0,27122,1740,15,1
60,"106.411922,29.810434","106.517129,29.529399",0,38929,3180,0,1
61,"106.411922,29.810434","106.57822,29.727912",0,27122,1740,15,1
62,"106.411922,29.810434","106.551076,29.405264",0,69147,3900,0,1
63,"106.411922,29.810434","106.517129,29.529399",0,38929,3180,0,1
64,"106.411922,29.810434","106.594307,29.570101",0,48657,3780,0,1
65,"106.411922,29.810434","106.49598,29.60528",0,28615,1800,0,1
66,"106.411922,29.810434","106.526006,29.57101",0,35130,2400,0,1
67,"106.411922,29.810434","106.526006,29.57101",0,35130,2400,0,1
68,"106.411922,29.810434","106.661351,29.349681",0,75581,4500,6,1
69,"106.411922,29.810434","106.453372,29.546518",0,37105,2580,0,1
70,"106.411922,29.810434","106.478899,29.642794",0,26695,1680,0,1
71,"106.411922,29.810434","105.737082,29.69033",0,82414,4260,87,1
72,"106.411922,29.810434","106.669364,29.633076",0,38118,2520,0,1
73,"106.411922,29.810434","106.416438,29.79395",0,3183,480,0,1
74,"106.411922,29.810434","106.831191,29.653835",0,56196,3840,0,1
75,"106.411922,29.810434","105.724175,29.34498",0,111735,6060,107,1
76,"106.411922,29.810434","106.581872,29.517908",0,48257,2820,0,1
77,"106.411922,29.810434","106.646695,29.732439",0,33913,2100,18,1
78,"106.411922,29.810434","106.553026,29.565573",0,39393,2700,0,1
79,"106.411922,29.810434","106.506619,29.62111",0,28909,1740,0,1
80,"106.411922,29.810434","106.674507,29.613793",0,41888,2880,0,1
81,"106.411922,29.810434","106.575413,29.562376",0,43814,3120,0,1
82,"106.411922,29.810434","106.526455,29.571259",0,35057,2460,0,1
83,"106.411922,29.810434","106.548796,29.391216",0,60081,3960,0,1
84,"106.411922,29.810434","106.45994,29.53091",0,44322,2700,0,1
85,"106.411922,29.810434","106.506674,29.504412",0,41558,3120,0,1
86,"106.411922,29.810434","106.324651,29.635466",0,26684,1500,0,1
87,"106.411922,29.810434","106.56171,29.061945",0,104863,6480,10,1
88,"106.411922,29.810434","106.508318,29.615037",0,30226,2040,0,1
89,"106.411922,29.810434","106.455153,29.534966",0,37920,2580,0,1
90,"106.411922,29.810434","106.565944,29.48888",0,45273,3840,0,1
91,"106.411922,29.810434","106.533919,29.58656",0,33918,2280,0,1
92,"106.411922,29.810434","106.465319,29.560707",0,35033,2640,0,1
93,"106.411922,29.810434","106.521366,29.574211",0,34929,2340,0,1
94,"106.411922,29.810434","106.636653,29.792881",0,36468,2640,18,1
95,"106.411922,29.810434","106.294148,29.646664",0,28624,1920,14,1
96,"106.411922,29.810434","106.455863,29.603087",0,36287,2100,0,1
97,"106.411922,29.810434","106.444222,29.44153",0,48903,2940,0,1
98,"106.411922,29.810434","106.457473,29.727665",0,14109,960,0,1
99,"106.411922,29.810434","106.580008,29.505844",0,46023,3660,0,1
0,"106.545594,29.500913","106.628424,29.471664",0,21576,1980,0,1
1,"106.545594,29.500913","106.556975,29.56437",0,11670,1380,0,1
2,"106.545594,29.500913","106.506619,29.62111",0,23564,2340,0,1
3,"106.545594,29.500913","106.575354,29.558923",0,12645,1680,0,1
4,"106.545594,29.500913","106.581872,29.517908",0,12599,1260,0,1
5,"106.545594,29.500913","106.62169,29.577863",0,20762,1740,0,1
6,"106.545594,29.500913","106.603476,29.585712",0,19998,1740,0,1
7,"106.545594,29.500913","106.506619,29.62111",0,23564,2340,0,1
8,"106.545594,29.500913","106.506619,29.62111",0,23564,2340,0,1
9,"106.545594,29.500913","106.552512,29.736186",0,37212,3540,0,1
10,"106.545594,29.500913","106.483303,29.538618",0,12229,1860,0,1
11,"106.545594,29.500913","106.325398,29.53605",0,29460,2400,0,1
12,"106.545594,29.500913","106.324651,29.635466",0,36825,3600,0,1
13,"106.545594,29.500913","106.324651,29.635466",0,36825,3600,0,1
14,"106.545594,29.500913","106.455153,29.534966",0,17335,1980,0,1
15,"106.545594,29.500913","106.562973,29.466024",0,13211,1500,0,1
16,"106.545594,29.500913","106.532194,29.544284",0,10598,1500,0,1
17,"106.545594,29.500913","106.539747,29.5637",0,12140,1200,0,1
18,"106.545594,29.500913","106.580548,29.503391",0,12869,1500,0,1
19,"106.545594,29.500913","106.575313,29.577264",0,13795,1560,0,1
20,"106.545594,29.500913","106.496322,29.619746",0,19967,2040,0,1
21,"106.545594,29.500913","106.53562,29.656515",0,26876,3000,0,1
22,"106.545594,29.500913","106.611893,29.393828",0,24485,2280,0,1
23,"106.545594,29.500913","106.385061,29.676267",0,36651,3060,0,1
24,"106.545594,29.500913","106.804464,29.648298",0,45409,3660,0,1
25,"106.545594,29.500913","106.631277,29.685932",0,30174,3060,0,1
26,"106.545594,29.500913","106.524528,29.522457",0,5156,660,0,1
27,"106.545594,29.500913","106.299863,29.614446",0,36972,3720,0,1
28,"106.545594,29.500913","106.579994,29.583249",0,15644,1680,0,1
29,"106.545594,29.500913","106.299863,29.614446",0,36972,3720,0,1
30,"106.545594,29.500913","106.57777,29.529062",0,14552,1560,0,1
31,"106.545594,29.500913","106.560191,29.63154",0,21187,2340,0,1
32,"106.545594,29.500913","106.583895,29.494683",0,16122,1860,0,1
33,"106.545594,29.500913","106.532276,29.51463",0,3254,540,0,1
34,"106.545594,29.500913","106.761989,29.632985",0,40349,3120,0,1
35,"106.545594,29.500913","106.582366,29.560835",0,12712,1740,0,1
36,"106.545594,29.500913","106.493782,29.53759",0,9858,1260,0,1
37,"106.545594,29.500913","105.807366,29.527033",0,98868,6300,65,1
38,"106.545594,29.500913","106.568756,29.536444",0,15667,2040,0,1
39,"106.545594,29.500913","106.324651,29.635466",0,36825,3600,0,1
40,"106.545594,29.500913","106.324651,29.635466",0,36825,3600,0,1
41,"106.545594,29.500913","106.530686,29.600396",0,17459,2100,0,1
42,"106.545594,29.500913","106.670156,29.633609",0,32823,2640,0,1
43,"106.545594,29.500913","106.402117,29.80278",0,42541,3240,0,1
44,"106.545594,29.500913","106.670156,29.633609",0,32823,2640,0,1
45,"106.545594,29.500913","106.470382,29.579333",0,17555,1860,0,1
46,"106.545594,29.500913","106.591886,29.533428",0,16489,1980,0,1
47,"106.545594,29.500913","106.449057,29.448701",0,19546,1860,0,1
48,"106.545594,29.500913","106.542752,29.816575",0,46124,3840,0,1
49,"106.545594,29.500913","106.466603,29.561936",0,17230,2100,0,1
50,"106.545594,29.500913","106.554536,29.619044",0,18497,1980,0,1
51,"106.545594,29.500913","106.57072,29.656111",0,24485,2880,0,1
52,"106.545594,29.500913","106.539845,29.583886",0,15574,1860,0,1
53,"106.545594,29.500913","106.524528,29.522457",0,5156,660,0,1
54,"106.545594,29.500913","106.540047,29.582589",0,15866,1920,0,1
55,"106.545594,29.500913","106.540047,29.582589",0,15866,1920,0,1
56,"106.545594,29.500913","106.583643,29.564171",0,14563,1680,0,1
57,"106.545594,29.500913","106.579994,29.583249",0,15644,1680,0,1
58,"106.545594,29.500913","106.57777,29.529062",0,14552,1560,0,1
59,"106.545594,29.500913","106.57822,29.727912",0,36686,3540,0,1
60,"106.545594,29.500913","106.517129,29.529399",0,8992,1500,0,1
61,"106.545594,29.500913","106.57822,29.727912",0,36686,3540,0,1
62,"106.545594,29.500913","106.551076,29.405264",0,28261,2280,0,1
63,"106.545594,29.500913","106.517129,29.529399",0,8992,1500,0,1
64,"106.545594,29.500913","106.594307,29.570101",0,19321,2220,0,1
65,"106.545594,29.500913","106.49598,29.60528",0,16715,2040,0,1
66,"106.545594,29.500913","106.526006,29.57101",0,13013,1380,0,1
67,"106.545594,29.500913","106.526006,29.57101",0,13013,1380,0,1
68,"106.545594,29.500913","106.661351,29.349681",0,35476,2820,6,1
69,"106.545594,29.500913","106.453372,29.546518",0,16667,2100,0,1
70,"106.545594,29.500913","106.478899,29.642794",0,23066,2580,0,1
71,"106.545594,29.500913","105.737082,29.69033",0,98972,6180,60,1
72,"106.545594,29.500913","106.669364,29.633076",0,32763,2640,0,1
73,"106.545594,29.500913","106.416438,29.79395",0,41816,3120,0,1
74,"106.545594,29.500913","106.831191,29.653835",0,49691,3900,27,1
75,"106.545594,29.500913","105.724175,29.34498",0,99746,6300,60,1
76,"106.545594,29.500913","106.581872,29.517908",0,12599,1260,0,1
77,"106.545594,29.500913","106.646695,29.732439",0,44483,4080,0,1
78,"106.545594,29.500913","106.553026,29.565573",0,11468,1260,0,1
79,"106.545594,29.500913","106.506619,29.62111",0,23564,2340,0,1
80,"106.545594,29.500913","106.674507,29.613793",0,34030,2940,0,1
81,"106.545594,29.500913","106.575413,29.562376",0,13840,1380,0,1
82,"106.545594,29.500913","106.526455,29.571259",0,12940,1440,0,1
83,"106.545594,29.500913","106.548796,29.391216",0,19976,2280,0,1
84,"106.545594,29.500913","106.45994,29.53091",0,14307,1440,0,1
85,"106.545594,29.500913","106.506674,29.504412",0,6352,1260,0,1
86,"106.545594,29.500913","106.324651,29.635466",0,36825,3600,0,1
87,"106.545594,29.500913","106.56171,29.061945",0,64758,4860,10,1
88,"106.545594,29.500913","106.508318,29.615037",0,18227,1800,0,1
89,"106.545594,29.500913","106.455153,29.534966",0,17335,1980,0,1
90,"106.545594,29.500913","106.565944,29.48888",0,12103,1620,0,1
91,"106.545594,29.500913","106.533919,29.58656",0,14699,1800,0,1
92,"106.545594,29.500913","106.465319,29.560707",0,16420,1860,0,1
93,"106.545594,29.500913","106.521366,29.574211",0,12152,1260,0,1
94,"106.545594,29.500913","106.636653,29.792881",0,51738,4500,0,1
95,"106.545594,29.500913","106.294148,29.646664",0,47701,4020,4,1
96,"106.545594,29.500913","106.455863,29.603087",0,22002,2160,0,1
97,"106.545594,29.500913","106.444222,29.44153",0,20923,1980,0,1
98,"106.545594,29.500913","106.457473,29.727665",0,31042,2700,0,1
99,"106.545594,29.500913","106.580008,29.505844",0,12853,1500,0,1
0,"106.372849,29.634566","106.628424,29.471664",0,43713,3480,0,0
1,"106.372849,29.634566","106.556975,29.56437",0,39976,3420,0,1
2,"106.372849,29.634566","106.506619,29.62111",0,24388,1920,0,1
3,"106.372849,29.634566","106.575354,29.558923",0,40683,3840,0,1
4,"106.372849,29.634566","106.581872,29.517908",0,34736,2760,0,1
5,"106.372849,29.634566","106.62169,29.577863",0,40560,2880,0,1
6,"106.372849,29.634566","106.603476,29.585712",0,38984,2820,0,1
7,"106.372849,29.634566","106.506619,29.62111",0,24388,1920,0,1
8,"106.372849,29.634566","106.506619,29.62111",0,24388,1920,0,1
9,"106.372849,29.634566","106.552512,29.736186",0,35938,2520,0,0
10,"106.372849,29.634566","106.483303,29.538618",0,26196,1980,0,1
11,"106.372849,29.634566","106.325398,29.53605",0,20430,1320,0,0
12,"106.372849,29.634566","106.324651,29.635466",0,7833,1140,0,1
13,"106.372849,29.634566","106.324651,29.635466",0,7833,1140,0,1
14,"106.372849,29.634566","106.455153,29.534966",0,22764,2040,0,1
15,"106.372849,29.634566","106.562973,29.466024",0,37227,2700,0,1
16,"106.372849,29.634566","106.532194,29.544284",0,30511,2700,0,1
17,"106.372849,29.634566","106.539747,29.5637",0,30996,2520,0,1
18,"106.372849,29.634566","106.580548,29.503391",0,35006,3000,0,1
19,"106.372849,29.634566","106.575313,29.577264",0,38167,3120,0,1
20,"106.372849,29.634566","106.496322,29.619746",0,29128,2400,0,1
21,"106.372849,29.634566","106.53562,29.656515",0,24045,2520,0,1
22,"106.372849,29.634566","106.611893,29.393828",0,43878,2940,0,0
23,"106.372849,29.634566","106.385061,29.676267",0,7452,900,0,0
24,"106.372849,29.634566","106.804464,29.648298",0,59822,4200,0,0
25,"106.372849,29.634566","106.631277,29.685932",0,44587,3660,0,0
26,"106.372849,29.634566","106.524528,29.522457",0,28100,2160,0,1
27,"106.372849,29.634566","106.299863,29.614446",0,14559,1620,0,0
28,"106.372849,29.634566","106.579994,29.583249",0,40016,3240,0,1
29,"106.372849,29.634566","106.299863,29.614446",0,14559,1620,0,0
30,"106.372849,29.634566","106.57777,29.529062",0,36689,3060,0,1
31,"106.372849,29.634566","106.560191,29.63154",0,37454,3120,0,0
32,"106.372849,29.634566","106.583895,29.494683",0,38259,3360,0,1
33,"106.372849,29.634566","106.532276,29.51463",0,30179,2460,0,1
34,"106.372849,29.634566","106.761989,29.632985",0,54762,3720,0,0
35,"106.372849,29.634566","106.582366,29.560835",0,35797,3720,0,1
36,"106.372849,29.634566","106.493782,29.53759",0,27205,1920,0,1
37,"106.372849,29.634566","105.807366,29.527033",0,68329,4440,65,0
38,"106.372849,29.634566","106.568756,29.536444",0,37804,3540,0,1
39,"106.372849,29.634566","106.324651,29.635466",0,7833,1140,0,1
40,"106.372849,29.634566","106.324651,29.635466",0,7833,1140,0,1
41,"106.372849,29.634566","106.530686,29.600396",0,30977,2520,0,1
42,"106.372849,29.634566","106.670156,29.633609",0,47236,3240,0,0
43,"106.372849,29.634566","106.402117,29.80278",0,24794,1680,0,1
44,"106.372849,29.634566","106.670156,29.633609",0,47236,3240,0,0
45,"106.372849,29.634566","106.470382,29.579333",0,23746,1800,0,1
46,"106.372849,29.634566","106.591886,29.533428",0,38626,3420,0,1
47,"106.372849,29.634566","106.449057,29.448701",0,26814,1860,0,1
48,"106.372849,29.634566","106.542752,29.816575",0,37484,2640,0,0
49,"106.372849,29.634566","106.466603,29.561936",0,22157,2040,0,1
50,"106.372849,29.634566","106.554536,29.619044",0,32901,2760,0,1
51,"106.372849,29.634566","106.57072,29.656111",0,39357,3540,0,1
52,"106.372849,29.634566","106.539845,29.583886",0,32896,2820,0,1
53,"106.372849,29.634566","106.524528,29.522457",0,28100,2160,0,1
54,"106.372849,29.634566","106.540047,29.582589",0,33188,2880,0,1
55,"106.372849,29.634566","106.540047,29.582589",0,33188,2880,0,1
56,"106.372849,29.634566","106.583643,29.564171",0,36882,3240,0,1
57,"106.372849,29.634566","106.579994,29.583249",0,40016,3240,0,1
58,"106.372849,29.634566","106.57777,29.529062",0,36689,3060,0,1
59,"106.372849,29.634566","106.57822,29.727912",0,37175,2700,0,0
60,"106.372849,29.634566","106.517129,29.529399",0,27712,2280,0,1
61,"106.372849,29.634566","106.57822,29.727912",0,37175,2700,0,0
62,"106.372849,29.634566","106.551076,29.405264",0,47654,2940,0,1
63,"106.372849,29.634566","106.517129,29.529399",0,27712,2280,0,1
64,"106.372849,29.634566","106.594307,29.570101",0,41458,3780,0,1
65,"106.372849,29.634566","106.49598,29.60528",0,27300,2220,0,1
66,"106.372849,29.634566","106.526006,29.57101",0,29909,2580,0,1
67,"106.372849,29.634566","106.526006,29.57101",0,29909,2580,0,1
68,"106.372849,29.634566","106.661351,29.349681",0,54869,3420,6,0
69,"106.372849,29.634566","106.453372,29.546518",0,21965,2040,0,1
70,"106.372849,29.634566","106.478899,29.642794",0,19302,1620,0,0
71,"106.372849,29.634566","105.737082,29.69033",0,68433,4380,60,1
72,"106.372849,29.634566","106.669364,29.633076",0,47176,3240,0,0
73,"106.372849,29.634566","106.416438,29.79395",0,24069,1500,0,0
74,"106.372849,29.634566","106.831191,29.653835",0,64104,4500,27,0
75,"106.372849,29.634566","105.724175,29.34498",0,96602,5700,60,0
76,"106.372849,29.634566","106.581872,29.517908",0,34736,2760,0,1
77,"106.372849,29.634566","106.646695,29.732439",0,46862,3180,0,0
78,"106.372849,29.634566","106.553026,29.565573",0,33787,2640,0,1
79,"106.372849,29.634566","106.506619,29.62111",0,24388,1920,0,1
80,"106.372849,29.634566","106.674507,29.613793",0,48443,3480,0,0
81,"106.372849,29.634566","106.575413,29.562376",0,37385,3300,0,1
82,"106.372849,29.634566","106.526455,29.571259",0,29836,2640,0,1
83,"106.372849,29.634566","106.548796,29.391216",0,39369,2940,0,0
84,"106.372849,29.634566","106.45994,29.53091",0,23610,1800,0,1
85,"106.372849,29.634566","106.506674,29.504412",0,28651,2460,0,1
86,"106.372849,29.634566","106.324651,29.635466",0,7833,1140,0,1
87,"106.372849,29.634566","106.56171,29.061945",0,84151,5520,10,0
88,"106.372849,29.634566","106.508318,29.615037",0,28911,2460,0,1
89,"106.372849,29.634566","106.455153,29.534966",0,22764,2040,0,1
90,"106.372849,29.634566","106.565944,29.48888",0,34240,3180,0,1
91,"106.372849,29.634566","106.533919,29.58656",0,32432,2760,0,1
92,"106.372849,29.634566","106.465319,29.560707",0,20659,1560,0,1
93,"106.372849,29.634566","106.521366,29.574211",0,29708,2520,0,1
94,"106.372849,29.634566","106.636653,29.792881",0,57547,3900,18,0
95,"106.372849,29.634566","106.294148,29.646664",0,17387,2160,0,0
96,"106.372849,29.634566","106.455863,29.603087",0,16922,1440,0,0
97,"106.372849,29.634566","106.444222,29.44153",0,28191,2040,0,1
98,"106.372849,29.634566","106.457473,29.727665",0,24405,1680,0,0
99,"106.372849,29.634566","106.580008,29.505844",0,34990,3000,0,1
0,"106.537811,29.590335","106.628424,29.471664",0,23595,1740,0,1
1,"106.537811,29.590335","106.556975,29.56437",0,7246,960,0,1
2,"106.537811,29.590335","106.506619,29.62111",0,6476,780,0,1
3,"106.537811,29.590335","106.575354,29.558923",0,7953,1140,0,1
4,"106.537811,29.590335","106.581872,29.517908",0,15669,1200,0,1
5,"106.537811,29.590335","106.62169,29.577863",0,9495,840,0,1
6,"106.537811,29.590335","106.603476,29.585712",0,10645,1140,0,1
7,"106.537811,29.590335","106.506619,29.62111",0,6476,780,0,1
8,"106.537811,29.590335","106.506619,29.62111",0,6476,780,0,1
9,"106.537811,29.590335","106.552512,29.736186",0,20124,1920,0,1
10,"106.537811,29.590335","106.483303,29.538618",0,13951,1440,0,1
11,"106.537811,29.590335","106.325398,29.53605",0,30482,2580,0,1
12,"106.537811,29.590335","106.324651,29.635466",0,32827,3180,0,1
13,"106.537811,29.590335","106.324651,29.635466",0,32827,3180,0,1
14,"106.537811,29.590335","106.455153,29.534966",0,14705,1740,0,1
15,"106.537811,29.590335","106.562973,29.466024",0,19257,2160,0,1
16,"106.537811,29.590335","106.532194,29.544284",0,10116,1680,0,1
17,"106.537811,29.590335","106.539747,29.5637",0,4798,840,0,1
18,"106.537811,29.590335","106.580548,29.503391",0,14074,1620,0,1
19,"106.537811,29.590335","106.575313,29.577264",0,5294,660,0,1
20,"106.537811,29.590335","106.496322,29.619746",0,7684,960,0,1
21,"106.537811,29.590335","106.53562,29.656515",0,9788,1440,0,1
22,"106.537811,29.590335","106.611893,29.393828",0,34654,2400,0,1
23,"106.537811,29.590335","106.385061,29.676267",0,24319,2160,0,1
24,"106.537811,29.590335","106.804464,29.648298",0,33345,2520,0,1
25,"106.537811,29.590335","106.631277,29.685932",0,18110,1980,0,1
26,"106.537811,29.590335","106.524528,29.522457",0,14072,1320,0,1
27,"106.537811,29.590335","106.299863,29.614446",0,32974,3300,0,1
28,"106.537811,29.590335","106.579994,29.583249",0,7143,780,0,1
29,"106.537811,29.590335","106.299863,29.614446",0,32974,3300,0,1
30,"106.537811,29.590335","106.57777,29.529062",0,12408,1380,0,1
31,"106.537811,29.590335","106.560191,29.63154",0,6942,1200,0,1
32,"106.537811,29.590335","106.583895,29.494683",0,17327,1920,0,1
33,"106.537811,29.590335","106.532276,29.51463",0,12661,1380,0,1
34,"106.537811,29.590335","106.761989,29.632985",0,28285,2040,0,1
35,"106.537811,29.590335","106.582366,29.560835",0,8277,1440,0,1
36,"106.537811,29.590335","106.493782,29.53759",0,16111,1500,0,1
37,"106.537811,29.590335","105.807366,29.527033",0,90672,5460,65,1
38,"106.537811,29.590335","106.568756,29.536444",0,12122,1500,0,1
39,"106.537811,29.590335","106.324651,29.635466",0,32827,3180,0,1
40,"106.537811,29.590335","106.324651,29.635466",0,32827,3180,0,1
41,"106.537811,29.590335","106.530686,29.600396",0,2481,600,0,1
42,"106.537811,29.590335","106.670156,29.633609",0,20759,1560,0,1
43,"106.537811,29.590335","106.402117,29.80278",0,32869,2220,0,1
44,"106.537811,29.590335","106.670156,29.633609",0,20759,1560,0,1
45,"106.537811,29.590335","106.470382,29.579333",0,8625,1140,0,1
46,"106.537811,29.590335","106.591886,29.533428",0,13518,1800,0,1
47,"106.537811,29.590335","106.449057,29.448701",0,24311,2040,0,1
48,"106.537811,29.590335","106.542752,29.816575",0,29866,2340,0,1
49,"106.537811,29.590335","106.466603,29.561936",0,10026,1500,0,1
50,"106.537811,29.590335","106.554536,29.619044",0,4829,780,0,1
51,"106.537811,29.590335","106.57072,29.656111",0,10240,1740,0,1
52,"106.537811,29.590335","106.539845,29.583886",0,1708,420,0,1
53,"106.537811,29.590335","106.524528,29.522457",0,14072,1320,0,1
54,"106.537811,29.590335","106.540047,29.582589",0,2000,480,0,1
55,"106.537811,29.590335","106.540047,29.582589",0,2000,480,0,1
56,"106.537811,29.590335","106.583643,29.564171",0,9095,1140,0,1
57,"106.537811,29.590335","106.579994,29.583249",0,7143,780,0,1
58,"106.537811,29.590335","106.57777,29.529062",0,12408,1380,0,1
59,"106.537811,29.590335","106.57822,29.727912",0,19598,1920,0,1
60,"106.537811,29.590335","106.517129,29.529399",0,13075,1740,0,1
61,"106.537811,29.590335","106.57822,29.727912",0,19598,1920,0,1
62,"106.537811,29.590335","106.551076,29.405264",0,36559,2220,0,1
63,"106.537811,29.590335","106.517129,29.529399",0,13075,1740,0,1
64,"106.537811,29.590335","106.594307,29.570101",0,14441,1740,0,1
65,"106.537811,29.590335","106.49598,29.60528",0,6151,1080,0,1
66,"106.537811,29.590335","106.526006,29.57101",0,3748,780,0,1
67,"106.537811,29.590335","106.526006,29.57101",0,3748,780,0,1
68,"106.537811,29.590335","106.661351,29.349681",0,45378,2880,6,1
69,"106.537811,29.590335","106.453372,29.546518",0,13890,1740,0,1
70,"106.537811,29.590335","106.478899,29.642794",0,12381,1320,0,1
71,"106.537811,29.590335","105.737082,29.69033",0,90776,5400,60,1
72,"106.537811,29.590335","106.669364,29.633076",0,20699,1560,0,1
73,"106.537811,29.590335","106.416438,29.79395",0,32144,2100,0,1
74,"106.537811,29.590335","106.831191,29.653835",0,37627,2760,27,1
75,"106.537811,29.590335","105.724175,29.34498",0,101308,6420,60,1
76,"106.537811,29.590335","106.581872,29.517908",0,15669,1200,0,1
77,"106.537811,29.590335","106.646695,29.732439",0,27395,2400,0,1
78,"106.537811,29.590335","106.553026,29.565573",0,7086,1020,0,1
79,"106.537811,29.590335","106.506619,29.62111",0,6476,780,0,1
80,"106.537811,29.590335","106.674507,29.613793",0,21966,1860,0,1
81,"106.537811,29.590335","106.575413,29.562376",0,9598,1200,0,1
82,"106.537811,29.590335","106.526455,29.571259",0,3675,900,0,1
83,"106.537811,29.590335","106.548796,29.391216",0,26903,3480,0,1
84,"106.537811,29.590335","106.45994,29.53091",0,16602,1680,0,1
85,"106.537811,29.590335","106.506674,29.504412",0,16398,1920,0,1
86,"106.537811,29.590335","106.324651,29.635466",0,32827,3180,0,1
87,"106.537811,29.590335","106.56171,29.061945",0,74642,4980,10,1
88,"106.537811,29.590335","106.508318,29.615037",0,5937,720,0,1
89,"106.537811,29.590335","106.455153,29.534966",0,14705,1740,0,1
90,"106.537811,29.590335","106.565944,29.48888",0,15776,1920,0,1
91,"106.537811,29.590335","106.533919,29.58656",0,1244,360,0,1
92,"106.537811,29.590335","106.465319,29.560707",0,9216,1320,0,1
93,"106.537811,29.590335","106.521366,29.574211",0,3573,720,0,1
94,"106.537811,29.590335","106.636653,29.792881",0,39398,3360,7,1
95,"106.537811,29.590335","106.294148,29.646664",0,39365,3240,4,1
96,"106.537811,29.590335","106.455863,29.603087",0,13072,1380,0,1
97,"106.537811,29.590335","106.444222,29.44153",0,25688,2220,0,1
98,"106.537811,29.590335","106.457473,29.727665",0,21370,1620,0,1
99,"106.537811,29.590335","106.580008,29.505844",0,14058,1620,0,1
0,"106.575366,29.577498","106.543666,29.633111",0,10954,1200,0,1
1,"106.575366,29.577498","106.609572,29.665203",0,15178,1740,0,1
2,"106.575366,29.577498","106.641637,29.612773",0,24699,1980,0,1
3,"106.575366,29.577498","106.55654,29.562133",0,4799,840,0,1
4,"106.575366,29.577498","106.516845,29.616736",0,12505,1560,0,1
5,"106.575366,29.577498","106.55654,29.562133",0,4799,840,0,1
6,"106.575366,29.577498","106.55654,29.562133",0,4799,840,0,1
7,"106.575366,29.577498","106.520006,29.557101",0,8601,1080,0,1
8,"106.575366,29.577498","106.350857,29.523768",0,32251,2880,0,1
9,"106.575366,29.577498","106.564296,29.654847",0,12201,1620,0,1
10,"106.575366,29.577498","106.402117,29.80278",0,38417,3000,0,1
11,"106.575366,29.577498","106.448115,29.518068",0,20351,2100,0,1
12,"106.575366,29.577498","106.575232,29.723521",0,23069,2040,0,1
13,"106.575366,29.577498","106.714731,29.464225",0,27644,1620,10,1
14,"106.575366,29.577498","106.524603,29.541083",0,11030,1740,0,1
15,"106.575366,29.577498","106.548418,29.585873",0,3643,600,0,1
16,"106.575366,29.577498","106.539246,29.599319",0,6743,840,0,1
17,"106.575366,29.577498","106.333469,29.309595",0,49055,4380,0,1
18,"106.575366,29.577498","106.533262,29.609008",0,7442,900,0,1
19,"106.575366,29.577498","105.742796,29.697112",0,98958,6120,60,1
20,"106.575366,29.577498","106.396445,29.653095",0,31584,3660,0,1
21,"106.575366,29.577498","106.424981,29.816815",0,41048,3240,0,1
22,"106.575366,29.577498","106.437744,29.834768",0,42481,3540,7,1
23,"106.575366,29.577498","106.48994,29.601242",0,10286,1380,0,1
24,"106.575366,29.577498","106.583517,29.661082",0,19923,2160,0,1
25,"106.575366,29.577498","106.609065,29.657856",0,13652,1320,0,1
26,"106.575366,29.577498","106.578811,29.583062",0,2015,240,0,1
27,"106.575366,29.577498","106.33835,29.715338",0,41347,3420,0,1
28,"106.575366,29.577498","106.498158,29.548044",0,12644,1380,0,1
29,"106.575366,29.577498","106.48455,29.561045",0,11842,1560,0,1
30,"106.575366,29.577498","106.48455,29.561045",0,11842,1560,0,1
31,"106.575366,29.577498","106.609065,29.657856",0,13652,1320,0,1
32,"106.575366,29.577498","106.472794,29.565228",0,12816,1680,0,1
33,"106.575366,29.577498","106.51144,29.595375",0,8549,1140,0,1
34,"106.575366,29.577498","106.417592,29.804513",0,38918,3060,0,1
35,"106.575366,29.577498","106.532388,29.658287",0,13887,1560,0,1
36,"106.575366,29.577498","106.455966,29.510073",0,18968,1860,0,1
37,"106.575366,29.577498","106.517691,29.624592",0,10622,1320,0,1
