number,origin,destination,code,distance,duration,toll,restriction
42,"106.402117,29.80278","106.50817,29.588904",0,31256,2520,0,1
43,"106.402117,29.80278","106.545289,29.741987",0,22607,1440,15,1
44,"106.402117,29.80278","106.632519,29.713308",0,31777,2520,15,1
45,"106.402117,29.80278","106.57406,29.645788",0,34334,2940,0,1
46,"106.402117,29.80278","106.527229,29.467279",0,45330,3900,0,1
47,"106.402117,29.80278","106.575573,29.692734",0,28877,1980,0,1
48,"106.402117,29.80278","106.454977,29.548087",0,36450,2700,0,1
49,"106.402117,29.80278","106.489784,29.538306",0,36571,3120,0,1
50,"106.402117,29.80278","106.479904,29.554766",0,35882,2940,0,1
51,"106.402117,29.80278","106.544137,29.415566",0,70173,4680,0,1
52,"106.402117,29.80278","106.575235,29.57739",0,39340,3240,0,1
53,"106.402117,29.80278","106.611387,29.958465",0,38464,2880,8,1
54,"106.402117,29.80278","106.238898,29.586376",0,38869,2760,34,1
55,"106.402117,29.80278","106.538333,29.575092",0,36625,3540,0,1
56,"106.402117,29.80278","106.69207,29.535359",0,52435,3840,0,1
57,"106.402117,29.80278","106.529903,29.539833",0,39547,3840,0,1
58,"106.402117,29.80278","106.528709,29.434222",0,51043,4680,0,1
59,"106.402117,29.80278","106.559716,29.670023",0,25975,1980,0,1
60,"106.402117,29.80278","106.520534,29.545507",0,37924,3540,0,1
61,"106.402117,29.80278","106.533997,29.565588",0,34846,2760,0,1
62,"106.402117,29.80278","106.475918,29.5642",0,36500,2820,0,1
63,"106.402117,29.80278","106.583453,29.560892",0,42595,4020,0,1
64,"106.402117,29.80278","106.333469,29.309595",0,64649,3600,40,1
65,"106.402117,29.80278","106.682204,29.624552",0,40534,2940,0,1
66,"106.402117,29.80278","106.682204,29.624552",0,40534,2940,0,1
67,"106.402117,29.80278","106.500604,29.594106",0,29324,2340,0,1
68,"106.402117,29.80278","106.484789,29.62849",0,27394,2100,0,1
69,"106.402117,29.80278","106.528709,29.434222",0,51043,4680,0,1
70,"106.402117,29.80278","106.559528,29.670285",0,25959,1980,0,1
71,"106.402117,29.80278","106.518865,29.504375",0,41014,3420,0,1
72,"106.402117,29.80278","106.499266,29.620207",0,29240,2040,0,1
73,"106.402117,29.80278","106.465902,29.573581",0,33768,2340,0,1
74,"106.402117,29.80278","106.576256,29.557443",0,42137,4200,0,1
75,"106.402117,29.80278","106.461372,29.532614",0,40623,3480,0,1
76,"106.402117,29.80278","106.556882,29.568347",0,37330,3360,0,1
77,"106.402117,29.80278","106.682204,29.624552",0,40534,2940,0,1
78,"106.402117,29.80278","106.548222,29.581026",0,35713,3060,0,1
79,"106.402117,29.80278","106.408096,29.803608",0,1657,240,0,1
80,"106.402117,29.80278","106.520058,29.605993",0,32806,2880,0,1
81,"106.402117,29.80278","106.484414,29.754229",0,19395,1620,0,1
82,"106.402117,29.80278","106.499084,29.620278",0,29569,2160,0,1
83,"106.402117,29.80278","106.351461,29.5216",0,34543,2160,0,1
84,"106.402117,29.80278","106.518746,29.625885",0,31262,2820,0,1
85,"106.402117,29.80278","106.506101,29.596163",0,29293,2340,0,1
86,"106.402117,29.80278","106.648847,29.089485",0,103567,5880,30,1
87,"106.402117,29.80278","106.303766,29.332745",0,62068,3180,40,1
88,"106.402117,29.80278","106.564655,29.639156",0,33909,3120,0,1
89,"106.402117,29.80278","106.611483,29.711383",0,29783,2340,15,1
90,"106.402117,29.80278","106.441199,29.397201",0,63336,4560,0,1
91,"106.402117,29.80278","106.453437,29.546603",0,36944,2820,0,1
92,"106.402117,29.80278","106.573154,29.560096",0,42325,4020,0,1
93,"106.402117,29.80278","106.501284,29.585424",0,30276,2580,0,1
94,"106.402117,29.80278","106.548222,29.581026",0,35713,3060,0,1
95,"106.402117,29.80278","106.491675,29.63761",0,25779,1980,0,1
96,"106.402117,29.80278","106.491675,29.63761",0,25779,1980,0,1
97,"106.402117,29.80278","106.491675,29.63761",0,25779,1980,0,1
98,"106.402117,29.80278","106.491675,29.63761",0,25779,1980,0,1
99,"106.402117,29.80278","106.554929,29.559583",0,37450,3360,0,1
0,"106.520006,29.557101","106.470524,29.558169",0,9313,1200,0,1
1,"106.520006,29.557101","106.484252,29.565238",0,6604,840,0,1
2,"106.520006,29.557101","106.530134,29.594603",0,9891,1560,0,1
3,"106.520006,29.557101","106.550159,29.609917",0,11073,2100,0,1
4,"106.520006,29.557101","106.550555,29.610524",0,11076,2100,0,1
5,"106.520006,29.557101","106.48727,29.48285",0,13232,1260,0,1
6,"106.520006,29.557101","106.384147,29.523009",0,19476,1560,0,1
7,"106.520006,29.557101","106.616885,29.676158",0,31990,4020,0,1
8,"106.520006,29.557101","106.561726,29.599541",0,11858,1500,0,1
9,"106.520006,29.557101","106.599907,29.648569",0,32780,4140,0,1
10,"106.520006,29.557101","106.375095,29.641469",0,33229,2760,0,1
11,"106.520006,29.557101","106.497226,29.619976",0,15305,2040,0,1
12,"106.520006,29.557101","106.342437,29.518986",0,22609,1980,0,1
13,"106.520006,29.557101","106.342437,29.518986",0,22609,1980,0,1
14,"106.520006,29.557101","106.324651,29.635466",0,35872,3720,0,1
15,"106.520006,29.557101","106.39973,29.641279",0,36334,3300,0,1
16,"106.520006,29.557101","106.39973,29.641279",0,36334,3300,0,1
17,"106.520006,29.557101","106.39973,29.641279",0,36334,3300,0,1
18,"106.520006,29.557101","106.517023,29.508059",0,8976,1080,0,1
19,"106.520006,29.557101","106.713794,29.5046",0,31247,2520,0,1
20,"106.520006,29.557101","106.554348,29.564521",0,6475,1020,0,1
21,"106.520006,29.557101","106.547865,29.589998",0,7604,1620,0,1
22,"106.520006,29.557101","106.543916,29.595574",0,8921,1800,0,1
23,"106.520006,29.557101","106.544414,29.595358",0,8850,1740,0,1
24,"106.520006,29.557101","106.2831,29.666322",0,45912,3660,6,1
25,"106.520006,29.557101","106.387972,29.270314",0,46901,3900,0,1
26,"106.520006,29.557101","106.458697,29.540749",0,13658,1620,0,1
27,"106.520006,29.557101","106.444809,29.526202",0,12202,1200,0,1
28,"106.520006,29.557101","106.651284,29.536102",0,23665,1980,0,1
29,"106.520006,29.557101","106.324651,29.635466",0,35872,3720,0,1
30,"106.520006,29.557101","106.454885,29.546363",0,16243,1860,0,1
31,"106.520006,29.557101","106.523517,29.537887",0,5905,1020,0,1
32,"106.520006,29.557101","106.633193,29.410934",0,33344,2940,0,1
33,"106.520006,29.557101","106.53439,29.611868",0,15475,1920,0,1
34,"106.520006,29.557101","106.324651,29.635466",0,35872,3720,0,1
35,"106.520006,29.557101","106.387972,29.270314",0,46901,3900,0,1
36,"106.520006,29.557101","106.387972,29.270314",0,46901,3900,0,1
37,"106.520006,29.557101","106.576256,29.557443",0,9360,1860,0,1
38,"106.520006,29.557101","106.576256,29.557443",0,9360,1860,0,1
39,"106.520006,29.557101","106.504022,29.541437",0,5102,780,0,1
40,"106.520006,29.557101","106.238898,29.586376",0,43169,4080,0,1
41,"106.520006,29.557101","106.56976,29.481127",0,14823,1800,0,1
42,"106.520006,29.557101","106.498872,29.597912",0,9695,1320,0,1
43,"106.520006,29.557101","106.548222,29.581026",0,8483,1260,0,1
44,"106.520006,29.557101","106.45166,29.578868",0,12073,1620,0,1
45,"106.520006,29.557101","106.341215,29.607477",0,27201,2820,0,1
46,"106.520006,29.557101","106.320257,29.548801",0,34615,4260,0,1
47,"106.520006,29.557101","106.46117,29.569651",0,12747,1440,0,1
48,"106.520006,29.557101","106.555505,29.571809",0,6932,840,0,1
49,"106.520006,29.557101","106.555505,29.571809",0,6932,840,0,1
50,"106.520006,29.557101","105.716098,29.700127",0,100701,6540,60,1
51,"106.520006,29.557101","106.523304,29.599892",0,9058,1380,0,1
52,"106.520006,29.557101","106.658675,29.698841",0,38868,4560,0,1
53,"106.520006,29.557101","106.462866,29.58494",0,9710,1020,0,1
54,"106.520006,29.557101","106.577054,29.641633",0,22663,2640,0,1
55,"106.520006,29.557101","106.538349,29.654665",0,23544,2880,0,1
56,"106.520006,29.557101","105.807366,29.527033",0,97915,6060,65,1
57,"106.520006,29.557101","106.568891,29.47107",0,16703,2100,0,1
58,"106.520006,29.557101","106.560221,29.571241",0,7389,900,0,1
59,"106.520006,29.557101","106.508776,29.624766",0,18432,2220,0,1
60,"106.520006,29.557101","106.610019,29.393231",0,29112,2520,0,1
61,"106.520006,29.557101","106.491342,29.663581",0,20212,1980,0,1
62,"106.520006,29.557101","106.503245,29.43697",0,19811,1920,0,1
63,"106.520006,29.557101","106.682204,29.624552",0,32019,2700,0,1
64,"106.520006,29.557101","106.324651,29.635466",0,35872,3720,0,1
65,"106.520006,29.557101","106.47412,29.76077",0,29181,2700,0,1
66,"106.520006,29.557101","106.324651,29.635466",0,35872,3720,0,1
67,"106.520006,29.557101","106.488117,29.59991",0,10949,1740,0,1
68,"106.520006,29.557101","106.670156,29.633609",0,31869,2640,0,1
69,"106.520006,29.557101","106.670156,29.633609",0,31869,2640,0,1
70,"106.520006,29.557101","106.670156,29.633609",0,31869,2640,0,1
71,"106.520006,29.557101","106.473318,29.565592",0,9892,960,0,1
72,"106.520006,29.557101","106.473143,29.49352",0,11929,1800,0,1
73,"106.520006,29.557101","106.57072,29.656111",0,23990,3000,0,1
74,"106.520006,29.557101","106.53562,29.656515",0,23384,2820,0,1
75,"106.520006,29.557101","106.594307,29.570101",0,14494,1860,0,1
76,"106.520006,29.557101","106.551076,29.405264",0,32981,2580,0,1
77,"106.520006,29.557101","106.583643,29.564171",0,9412,1140,0,1
78,"106.520006,29.557101","106.517705,29.543923",0,6221,1080,0,1
79,"106.520006,29.557101","106.517705,29.543923",0,6221,1080,0,1
80,"106.520006,29.557101","106.465319,29.560707",0,9035,1020,0,1
81,"106.520006,29.557101","106.539845,29.583886",0,9179,1320,0,1
82,"106.520006,29.557101","106.49598,29.60528",0,10830,1680,0,1
83,"106.520006,29.557101","106.629724,29.688896",0,34951,4260,0,1
84,"106.520006,29.557101","106.53439,29.611868",0,15475,1920,0,1
85,"106.520006,29.557101","106.455654,29.535218",0,12885,1620,0,1
86,"106.520006,29.557101","106.62307,29.614479",0,17378,2040,0,1
87,"106.520006,29.557101","106.36498,29.453554",0,47706,4200,0,1
88,"106.520006,29.557101","106.228746,29.587019",0,42719,4020,0,1
89,"106.520006,29.557101","106.478899,29.642794",0,17181,2220,0,1
90,"106.520006,29.557101","106.481643,29.584444",0,10523,1500,0,1
91,"106.520006,29.557101","106.509583,29.614488",0,11827,1680,0,1
92,"106.520006,29.557101","106.551376,29.564366",0,6171,960,0,1
93,"106.520006,29.557101","106.455654,29.535218",0,12885,1620,0,1
94,"106.520006,29.557101","106.590964,29.743122",0,32532,3900,0,1
95,"106.520006,29.557101","106.368733,29.360143",0,36947,3060,0,1
96,"106.520006,29.557101","106.504022,29.541437",0,5102,780,0,1
97,"106.520006,29.557101","106.540238,29.37809",0,27013,2700,0,1
98,"106.520006,29.557101","106.51228,29.511585",0,8305,1020,0,1
99,"106.520006,29.557101","106.538168,29.628559",0,16679,1980,0,1
0,"106.564296,29.654847","106.470524,29.558169",0,20614,2340,0,1
1,"106.564296,29.654847","106.484252,29.565238",0,17886,2040,0,1
2,"106.564296,29.654847","106.530134,29.594603",0,10503,1320,0,1
3,"106.564296,29.654847","106.550159,29.609917",0,11022,1620,0,1
4,"106.564296,29.654847","106.550555,29.610524",0,11025,1620,0,1
5,"106.564296,29.654847","106.48727,29.48285",0,26454,2940,0,1
6,"106.564296,29.654847","106.384147,29.523009",0,36744,3120,0,1
7,"106.564296,29.654847","106.616885,29.676158",0,13364,1680,0,1
8,"106.564296,29.654847","106.561726,29.599541",0,10266,1320,0,1
9,"106.564296,29.654847","106.599907,29.648569",0,14154,1740,0,1
10,"106.564296,29.654847","106.375095,29.641469",0,24657,2220,0,1
11,"106.564296,29.654847","106.497226,29.619976",0,10411,1260,0,1
12,"106.564296,29.654847","106.342437,29.518986",0,35748,3060,0,1
13,"106.564296,29.654847","106.342437,29.518986",0,35748,3060,0,1
14,"106.564296,29.654847","106.324651,29.635466",0,31311,2280,0,1
15,"106.564296,29.654847","106.39973,29.641279",0,25587,2340,0,1
16,"106.564296,29.654847","106.39973,29.641279",0,25587,2340,0,1
17,"106.564296,29.654847","106.39973,29.641279",0,25587,2340,0,1
18,"106.564296,29.654847","106.517023,29.508059",0,26571,3000,0,1
19,"106.564296,29.654847","106.713794,29.5046",0,31523,2460,0,1
20,"106.564296,29.654847","106.554348,29.564521",0,24070,2940,0,1
21,"106.564296,29.654847","106.547865,29.589998",0,13266,1680,0,1
22,"106.564296,29.654847","106.543916,29.595574",0,11213,1440,0,1
23,"106.564296,29.654847","106.544414,29.595358",0,11723,1560,0,1
24,"106.564296,29.654847","106.2831,29.666322",0,36522,2760,6,1
25,"106.564296,29.654847","106.387972,29.270314",0,62756,5040,0,1
26,"106.564296,29.654847","106.458697,29.540749",0,22076,2280,0,1
27,"106.564296,29.654847","106.444809,29.526202",0,23984,2580,0,1
28,"106.564296,29.654847","106.651284,29.536102",0,22430,2100,0,1
29,"106.564296,29.654847","106.324651,29.635466",0,31311,2280,0,1
30,"106.564296,29.654847","106.454885,29.546363",0,20630,2100,0,1
31,"106.564296,29.654847","106.523517,29.537887",0,22418,2820,0,1
32,"106.564296,29.654847","106.633193,29.410934",0,44849,3660,0,1
33,"106.564296,29.654847","106.53439,29.611868",0,9019,1260,0,1
34,"106.564296,29.654847","106.324651,29.635466",0,31311,2280,0,1
35,"106.564296,29.654847","106.387972,29.270314",0,62756,5040,0,1
36,"106.564296,29.654847","106.387972,29.270314",0,62756,5040,0,1
37,"106.564296,29.654847","106.576256,29.557443",0,17040,2460,0,1
38,"106.564296,29.654847","106.576256,29.557443",0,17040,2460,0,1
39,"106.564296,29.654847","106.504022,29.541437",0,20236,2340,0,1
40,"106.564296,29.654847","106.238898,29.586376",0,46491,3660,14,1
41,"106.564296,29.654847","106.56976,29.481127",0,32418,3900,0,1
42,"106.564296,29.654847","106.498872,29.597912",0,12026,1440,0,1
43,"106.564296,29.654847","106.548222,29.581026",0,12820,1800,0,1
44,"106.564296,29.654847","106.45166,29.578868",0,17874,2100,0,1
45,"106.564296,29.654847","106.341215,29.607477",0,32423,2580,0,1
46,"106.564296,29.654847","106.320257,29.548801",0,39002,4440,0,1
47,"106.564296,29.654847","106.46117,29.569651",0,18851,2160,0,1
48,"106.564296,29.654847","106.555505,29.571809",0,15032,1680,0,1
49,"106.564296,29.654847","106.555505,29.571809",0,15032,1680,0,1
50,"106.564296,29.654847","105.716098,29.700127",0,91451,5640,60,1
51,"106.564296,29.654847","106.523304,29.599892",0,10457,1260,0,1
52,"106.564296,29.654847","106.658675,29.698841",0,20242,2160,0,1
53,"106.564296,29.654847","106.462866,29.58494",0,19440,1980,0,1
54,"106.564296,29.654847","106.577054,29.641633",0,2669,480,0,1
55,"106.564296,29.654847","106.538349,29.654665",0,4808,720,0,1
56,"106.564296,29.654847","105.807366,29.527033",0,88665,5220,65,1
57,"106.564296,29.654847","106.568891,29.47107",0,34298,4140,0,1
58,"106.564296,29.654847","106.560221,29.571241",0,14721,1680,0,1
59,"106.564296,29.654847","106.508776,29.624766",0,9785,1320,0,1
60,"106.564296,29.654847","106.610019,29.393231",0,40617,3180,0,1
61,"106.564296,29.654847","106.491342,29.663581",0,9351,1080,0,1
62,"106.564296,29.654847","106.503245,29.43697",0,39413,3120,0,1
63,"106.564296,29.654847","106.682204,29.624552",0,20550,2040,0,1
64,"106.564296,29.654847","106.324651,29.635466",0,31311,2280,0,1
65,"106.564296,29.654847","106.47412,29.76077",0,19860,2040,0,1
66,"106.564296,29.654847","106.324651,29.635466",0,31311,2280,0,1
67,"106.564296,29.654847","106.488117,29.59991",0,12710,1560,0,1
68,"106.564296,29.654847","106.670156,29.633609",0,17897,1800,0,1
69,"106.564296,29.654847","106.670156,29.633609",0,17897,1800,0,1
70,"106.564296,29.654847","106.670156,29.633609",0,17897,1800,0,1
71,"106.564296,29.654847","106.473318,29.565592",0,19471,1980,0,1
72,"106.564296,29.654847","106.473143,29.49352",0,25165,2820,0,1
73,"106.564296,29.654847","106.57072,29.656111",0,1799,420,0,1
74,"106.564296,29.654847","106.53562,29.656515",0,4648,720,0,1
75,"106.564296,29.654847","106.594307,29.570101",0,21211,2760,0,1
76,"106.564296,29.654847","106.551076,29.405264",0,42615,3000,0,1
77,"106.564296,29.654847","106.583643,29.564171",0,27007,3240,0,1
78,"106.564296,29.654847","106.517705,29.543923",0,22493,2700,0,1
79,"106.564296,29.654847","106.517705,29.543923",0,22493,2700,0,1
80,"106.564296,29.654847","106.465319,29.560707",0,20336,2160,0,1
81,"106.564296,29.654847","106.539845,29.583886",0,11827,1560,0,1
82,"106.564296,29.654847","106.49598,29.60528",0,11366,1260,0,1
83,"106.564296,29.654847","106.629724,29.688896",0,16325,1980,0,1
84,"106.564296,29.654847","106.53439,29.611868",0,9019,1260,0,1
85,"106.564296,29.654847","106.455654,29.535218",0,22089,2280,0,1
86,"106.564296,29.654847","106.62307,29.614479",0,19090,2100,0,1
87,"106.564296,29.654847","106.36498,29.453554",0,61289,5100,0,1
88,"106.564296,29.654847","106.228746,29.587019",0,44702,3360,14,1
89,"106.564296,29.654847","106.478899,29.642794",0,13049,1320,0,1
90,"106.564296,29.654847","106.481643,29.584444",0,15202,1860,0,1
91,"106.564296,29.654847","106.509583,29.614488",0,9874,1200,0,1
92,"106.564296,29.654847","106.551376,29.564366",0,23766,2880,0,1
93,"106.564296,29.654847","106.455654,29.535218",0,22089,2280,0,1
94,"106.564296,29.654847","106.590964,29.743122",0,13906,1620,0,1
95,"106.564296,29.654847","106.368733,29.360143",0,50530,4020,0,1
96,"106.564296,29.654847","106.504022,29.541437",0,20236,2340,0,1
97,"106.564296,29.654847","106.540238,29.37809",0,46615,4020,0,1
98,"106.564296,29.654847","106.51228,29.511585",0,24296,2580,0,1
99,"106.564296,29.654847","106.538168,29.628559",0,6601,900,0,1
0,"106.350857,29.523768","106.563338,29.583119",0,34097,3000,0,1
1,"106.350857,29.523768","106.520194,29.511616",0,21652,2220,0,1
2,"106.350857,29.523768","106.522804,29.540642",0,23995,2700,0,1
3,"106.350857,29.523768","106.575354,29.558923",0,27821,3480,0,1
4,"106.350857,29.523768","106.389452,29.710435",0,33831,2460,0,0
5,"106.350857,29.523768","106.529894,29.529111",0,22882,2400,0,1
6,"106.350857,29.523768","106.486467,29.56205",0,21050,1920,0,1
7,"106.350857,29.523768","106.576253,29.52993",0,28983,3000,0,1
8,"106.350857,29.523768","106.506619,29.62111",0,30713,2640,0,1
9,"106.350857,29.523768","106.396359,29.246407",0,44768,2580,28,0
10,"106.350857,29.523768","106.519062,29.606843",0,28834,2640,0,1
11,"106.350857,29.523768","106.454114,29.542762",0,20351,2160,0,1
12,"106.350857,29.523768","106.338853,29.603472",0,13662,1320,0,0
13,"106.350857,29.523768","106.564655,29.639156",0,35372,3660,0,1
14,"106.350857,29.523768","106.440827,29.677463",0,34707,3720,0,0
15,"106.350857,29.523768","106.381747,29.407871",0,30146,2520,11,0
16,"106.350857,29.523768","106.535406,29.58118",0,27722,3180,0,1
17,"106.350857,29.523768","106.330443,29.605097",0,15092,1500,0,0
18,"106.350857,29.523768","106.469852,29.567755",0,20870,2160,0,1
19,"106.350857,29.523768","106.605248,29.715429",0,53495,3720,0,0
20,"106.350857,29.523768","106.613147,29.712397",0,46250,5280,0,1
21,"106.350857,29.523768","106.644376,29.479177",0,106051,6060,65,0
22,"106.350857,29.523768","106.396359,29.246407",0,44768,2580,28,0
23,"106.350857,29.523768","106.454312,29.585594",0,25036,2280,0,1
24,"106.350857,29.523768","106.573013,29.527648",0,27610,3000,0,1
25,"106.350857,29.523768","106.617365,29.724688",0,55816,4140,0,0
26,"106.350857,29.523768","106.653274,29.518215",0,102718,5460,65,0
27,"106.350857,29.523768","106.575354,29.558923",0,27821,3480,0,1
28,"106.350857,29.523768","106.546076,29.742892",0,45480,3000,0,0
29,"106.350857,29.523768","105.809037,29.394878",0,70619,4020,60,0
30,"106.350857,29.523768","106.557964,29.718163",0,46274,2880,0,0
31,"106.350857,29.523768","106.335525,29.306186",0,34871,2460,18,0
32,"106.350857,29.523768","106.526012,29.571562",0,26894,2760,0,1
33,"106.350857,29.523768","106.550159,29.609917",0,29758,2940,0,1
34,"106.350857,29.523768","106.550159,29.609917",0,29758,2940,0,1
35,"106.350857,29.523768","106.534572,29.627245",0,29457,2700,0,1
36,"106.350857,29.523768","106.534572,29.627245",0,29457,2700,0,1
37,"106.350857,29.523768","106.521073,29.540617",0,20777,2340,0,1
38,"106.350857,29.523768","106.494806,29.649728",0,44557,3000,0,0
39,"106.350857,29.523768","106.30965,29.608528",0,13554,1680,0,0
40,"106.350857,29.523768","106.532812,29.590116",0,29747,2700,0,1
41,"106.350857,29.523768","106.328098,29.605942",0,15144,1500,0,0
42,"106.350857,29.523768","106.375095,29.641469",0,15905,1200,0,0
43,"106.350857,29.523768","106.455459,29.660458",0,33002,3540,0,0
44,"106.350857,29.523768","106.342437,29.518986",0,1078,180,0,0
45,"106.350857,29.523768","106.540485,29.827536",0,49610,3540,0,0
46,"106.350857,29.523768","106.555913,29.45729",0,33394,2760,0,1
47,"106.350857,29.523768","106.342437,29.518986",0,1078,180,0,0
48,"106.350857,29.523768","106.387972,29.270314",0,50182,3060,28,0
49,"106.350857,29.523768","106.54306,29.579964",0,31792,3060,0,1
50,"106.350857,29.523768","106.342437,29.518986",0,1078,180,0,0
51,"106.350857,29.523768","106.575754,29.559868",0,28446,3600,0,1
52,"106.350857,29.523768","106.501673,29.535626",0,21010,2040,0,1
53,"106.350857,29.523768","106.684044,29.502553",0,99447,5160,65,0
54,"106.350857,29.523768","106.324651,29.635466",0,17795,1740,0,1
55,"106.350857,29.523768","106.521924,29.624062",0,29203,2580,0,1
56,"106.350857,29.523768","106.45324,29.538004",0,20376,2160,0,1
57,"106.350857,29.523768","106.39973,29.641279",0,19073,1680,0,0
58,"106.350857,29.523768","106.324651,29.635466",0,17795,1740,0,1
59,"106.350857,29.523768","106.521924,29.624062",0,29203,2580,0,1
60,"106.350857,29.523768","106.694554,28.973976",0,103873,5880,84,0
61,"106.350857,29.523768","106.533595,29.384211",0,39106,3180,0,1
62,"106.350857,29.523768","106.458697,29.540749",0,17879,1920,0,1
63,"106.350857,29.523768","106.626249,29.676689",0,57878,4200,0,0
64,"106.350857,29.523768","106.458697,29.540749",0,17879,1920,0,1
65,"106.350857,29.523768","106.470313,29.725997",0,36947,2400,0,0
66,"106.350857,29.523768","106.634226,29.719035",0,47969,5520,0,1
67,"106.350857,29.523768","106.561772,29.607034",0,31079,3060,0,1
68,"106.350857,29.523768","106.561772,29.607034",0,31079,3060,0,1
69,"106.350857,29.523768","106.576256,29.557443",0,28086,3600,0,1
70,"106.350857,29.523768","106.576256,29.557443",0,28086,3600,0,1
71,"106.350857,29.523768","106.576256,29.557443",0,28086,3600,0,1
72,"106.350857,29.523768","106.667904,29.670764",0,61457,4260,0,0
73,"106.350857,29.523768","106.502051,29.545444",0,20048,1740,0,1
74,"106.350857,29.523768","106.502518,29.541099",0,20737,1920,0,1
75,"106.350857,29.523768","106.504022,29.541437",0,20518,1920,0,1
76,"106.350857,29.523768","106.333688,29.317011",0,33585,2280,18,0
77,"106.350857,29.523768","106.454883,29.689305",0,36279,3840,0,0
78,"106.350857,29.523768","106.551376,29.564366",0,25732,2700,0,1
79,"106.350857,29.523768","106.454078,29.53965",0,20113,2100,0,1
80,"106.350857,29.523768","106.552594,29.56729",0,27632,2760,0,1
81,"106.350857,29.523768","106.454078,29.53965",0,20113,2100,0,1
82,"106.350857,29.523768","106.670684,29.635736",0,62379,4500,0,0
83,"106.350857,29.523768","106.454078,29.53965",0,20113,2100,0,1
84,"106.350857,29.523768","106.555505,29.571809",0,28316,2760,0,1
85,"106.350857,29.523768","106.386067,29.685311",0,20469,1800,0,0
86,"106.350857,29.523768","106.587073,29.565019",0,29466,3240,0,1
87,"106.350857,29.523768","106.291009,29.573053",0,11468,1440,0,0
88,"106.350857,29.523768","106.520366,29.597302",0,26996,2700,0,1
89,"106.350857,29.523768","106.459658,29.479363",0,17718,1860,0,1
90,"106.350857,29.523768","106.517299,29.622034",0,31448,2820,0,1
91,"106.350857,29.523768","106.576256,29.557443",0,28086,3600,0,1
92,"106.350857,29.523768","106.519389,29.511181",0,21527,2160,0,1
93,"106.350857,29.523768","106.524106,29.518995",0,19758,1920,0,1
94,"106.350857,29.523768","106.527503,29.38604",0,39220,3180,0,1
95,"106.350857,29.523768","106.575288,29.581245",0,33926,3240,0,1
96,"106.350857,29.523768","106.381274,29.610625",0,25422,2040,0,1
97,"106.350857,29.523768","106.656399,29.503125",0,51098,4080,0,1
98,"106.350857,29.523768","106.572532,29.652119",0,36689,3720,0,1
99,"106.350857,29.523768","106.466888,29.521159",0,15918,1440,0,1
0,"106.402117,29.80278","106.563338,29.583119",0,37619,2880,0,1
1,"106.402117,29.80278","106.520194,29.511616",0,40024,3480,0,1
2,"106.402117,29.80278","106.522804,29.540642",0,41631,3900,0,1
3,"106.402117,29.80278","106.575354,29.558923",0,41840,3960,0,1
4,"106.402117,29.80278","106.389452,29.710435",0,16470,1380,0,1
5,"106.402117,29.80278","106.529894,29.529111",0,39538,3480,0,1
6,"106.402117,29.80278","106.486467,29.56205",0,33324,2580,0,1
7,"106.402117,29.80278","106.576253,29.52993",0,47628,4560,0,1
8,"106.402117,29.80278","106.506619,29.62111",0,28612,2040,0,1
9,"106.402117,29.80278","106.396359,29.246407",0,75161,3780,77,1
10,"106.402117,29.80278","106.519062,29.606843",0,32356,2520,0,1
11,"106.402117,29.80278","106.454114,29.542762",0,37634,2880,0,1
12,"106.402117,29.80278","106.338853,29.603472",0,28302,1800,0,1
13,"106.402117,29.80278","106.564655,29.639156",0,33909,3120,0,1
14,"106.402117,29.80278","106.440827,29.677463",0,28632,1980,0,1
15,"106.402117,29.80278","106.381747,29.407871",0,60539,3720,33,1
16,"106.402117,29.80278","106.535406,29.58118",0,34273,3300,0,1
17,"106.402117,29.80278","106.330443,29.605097",0,28686,1980,0,1
18,"106.402117,29.80278","106.469852,29.567755",0,34789,3060,0,1
19,"106.402117,29.80278","106.605248,29.715429",0,28886,2040,15,1
20,"106.402117,29.80278","106.613147,29.712397",0,30008,2340,15,1
21,"106.402117,29.80278","106.644376,29.479177",0,57859,4380,0,1
22,"106.402117,29.80278","106.396359,29.246407",0,75161,3780,77,1
23,"106.402117,29.80278","106.454312,29.585594",0,36066,2760,0,1
24,"106.402117,29.80278","106.573013,29.527648",0,46255,4620,0,1
25,"106.402117,29.80278","106.617365,29.724688",0,29929,2280,15,1
26,"106.402117,29.80278","106.653274,29.518215",0,52557,3660,0,1
27,"106.402117,29.80278","106.575354,29.558923",0,41840,3960,0,1
28,"106.402117,29.80278","106.546076,29.742892",0,23067,1500,15,1
29,"106.402117,29.80278","105.809037,29.394878",0,99597,5100,107,1
30,"106.402117,29.80278","106.557964,29.718163",0,25486,1560,15,1
31,"106.402117,29.80278","106.335525,29.306186",0,65264,3600,40,1
32,"106.402117,29.80278","106.526012,29.571562",0,34151,2700,0,1
33,"106.402117,29.80278","106.550159,29.609917",0,33280,2820,0,1
34,"106.402117,29.80278","106.550159,29.609917",0,33280,2820,0,1
35,"106.402117,29.80278","106.534572,29.627245",0,32979,2580,0,1
36,"106.402117,29.80278","106.534572,29.627245",0,32979,2580,0,1
37,"106.402117,29.80278","106.521073,29.540617",0,38413,3540,0,1
38,"106.402117,29.80278","106.494806,29.649728",0,23787,1800,0,1
39,"106.402117,29.80278","106.30965,29.608528",0,28783,2040,0,1
40,"106.402117,29.80278","106.532812,29.590116",0,33269,2580,0,1
