number,origin,destination,code,distance,duration,toll,restriction
85,"106.515487,29.624322","106.524603,29.541083",0,16003,1800,0,1
86,"106.515487,29.624322","106.524603,29.541083",0,16003,1800,0,1
87,"106.515487,29.624322","106.539246,29.599319",0,5459,600,0,1
88,"106.515487,29.624322","105.738583,29.70041",0,86583,5280,60,1
89,"106.515487,29.624322","106.496322,29.619746",0,2409,300,0,1
90,"106.515487,29.624322","106.54746,29.415515",0,34684,2280,0,1
91,"106.515487,29.624322","106.505464,29.554275",0,13737,1380,0,1
92,"106.515487,29.624322","106.424981,29.816815",0,33518,2160,0,1
93,"106.515487,29.624322","106.437744,29.834768",0,36024,2640,0,1
94,"106.515487,29.624322","105.70941,29.703558",0,88533,5580,60,1
95,"106.515487,29.624322","106.453589,29.540679",0,14652,1260,0,1
96,"106.515487,29.624322","106.412223,29.811194",0,32143,1980,0,1
97,"106.515487,29.624322","106.556505,29.562989",0,12117,1440,0,1
98,"106.515487,29.624322","106.543865,29.425925",0,34400,2340,0,1
99,"106.515487,29.624322","106.543865,29.425925",0,34400,2340,0,1
0,"106.556809,29.517229","106.384825,29.676384",0,36405,3420,0,1
1,"106.556809,29.517229","106.57485,29.733029",0,35568,4680,0,1
2,"106.556809,29.517229","106.569953,29.481373",0,7487,1080,0,1
3,"106.556809,29.517229","106.515487,29.624322",0,22128,2700,0,1
4,"106.556809,29.517229","106.563185,29.465776",0,10701,1500,0,1
5,"106.556809,29.517229","106.794496,29.687276",0,49288,3600,9,1
6,"106.556809,29.517229","106.56982,29.584005",0,14379,1680,0,1
7,"106.556809,29.517229","106.423114,29.838559",0,45871,3840,0,1
8,"106.556809,29.517229","106.483385,29.629215",0,20365,2760,0,1
9,"106.556809,29.517229","106.411922,29.810434",0,43563,3660,0,1
10,"106.556809,29.517229","106.545594,29.500913",0,9182,1320,0,1
11,"106.556809,29.517229","106.372849,29.634566",0,34878,3420,0,1
12,"106.556809,29.517229","106.537811,29.590335",0,16775,2100,0,1
13,"106.556809,29.517229","106.575366,29.577498",0,13572,1620,0,1
14,"106.556809,29.517229","106.633012,29.717755",0,40109,5520,0,1
15,"106.556809,29.517229","106.549654,29.612006",0,19267,2340,0,1
16,"106.556809,29.517229","106.645588,29.765431",0,45370,3840,0,1
17,"106.556809,29.517229","106.524153,29.385368",0,22751,3420,0,1
18,"106.556809,29.517229","106.532099,29.51222",0,6761,1080,0,1
19,"106.556809,29.517229","106.516043,29.622297",0,20871,2880,0,1
20,"106.556809,29.517229","106.587459,29.543327",0,9501,1200,0,1
21,"106.556809,29.517229","106.820019,29.693393",0,51837,4260,0,1
22,"106.556809,29.517229","106.60369,29.632117",0,46116,5820,0,1
23,"106.556809,29.517229","106.47412,29.76077",0,34831,3600,0,1
24,"106.556809,29.517229","106.307813,29.55804",0,35568,3720,0,1
25,"106.556809,29.517229","106.577512,29.691415",0,33309,4200,0,1
26,"106.556809,29.517229","106.543839,29.473039",0,7523,900,0,1
27,"106.556809,29.517229","106.494448,29.454464",0,19660,2640,0,1
28,"106.556809,29.517229","106.549381,29.52491",0,1617,480,0,1
29,"106.556809,29.517229","106.311379,29.681187",0,46774,4320,4,1
30,"106.556809,29.517229","106.50355,29.606218",0,17684,2700,0,1
31,"106.556809,29.517229","106.488323,29.702462",0,28571,3240,0,1
32,"106.556809,29.517229","106.464633,29.556611",0,23593,2760,0,1
33,"106.556809,29.517229","106.487723,29.464073",0,14407,1800,0,1
34,"106.556809,29.517229","106.515357,29.501573",0,7525,1140,0,1
35,"106.556809,29.517229","106.800921,29.652905",0,46083,3900,0,1
36,"106.556809,29.517229","106.340831,29.626253",0,35917,4260,0,1
37,"106.556809,29.517229","106.244431,29.481045",0,37347,2880,27,1
38,"106.556809,29.517229","106.494448,29.454464",0,19660,2640,0,1
39,"106.556809,29.517229","106.488323,29.702462",0,28571,3240,0,1
40,"106.556809,29.517229","106.595651,29.423402",0,19499,2640,0,1
41,"106.556809,29.517229","106.767814,29.628511",0,40292,3420,0,1
42,"106.556809,29.517229","106.43982,29.667897",0,31504,3300,0,1
43,"106.556809,29.517229","106.478925,29.554136",0,14008,1860,0,1
44,"106.556809,29.517229","106.478925,29.554136",0,14008,1860,0,1
45,"106.556809,29.517229","106.549354,29.560878",0,13268,1680,0,1
46,"106.556809,29.517229","106.591757,29.56081",0,14425,1920,0,1
47,"106.556809,29.517229","106.744944,29.609495",0,40218,3300,0,1
48,"106.556809,29.517229","106.508461,29.602091",0,18330,2640,0,1
49,"106.556809,29.517229","106.535587,29.807428",0,44693,4080,0,1
50,"106.556809,29.517229","106.645811,29.48559",0,19181,2280,0,1
51,"106.556809,29.517229","106.772502,29.681089",0,46620,3840,0,1
52,"106.556809,29.517229","106.580104,29.560173",0,12959,1920,0,1
53,"106.556809,29.517229","106.450784,29.46597",0,20318,2280,0,1
54,"106.556809,29.517229","106.51557,29.585954",0,16299,2340,0,1
55,"106.556809,29.517229","106.44339,29.833109",0,47143,4380,0,1
56,"106.556809,29.517229","106.565222,29.664372",0,33474,4260,0,1
57,"106.556809,29.517229","106.494448,29.454464",0,19660,2640,0,1
58,"106.556809,29.517229","106.509122,29.615086",0,19424,2640,0,1
59,"106.556809,29.517229","106.508461,29.602091",0,18330,2640,0,1
60,"106.556809,29.517229","106.508461,29.602091",0,18330,2640,0,1
61,"106.556809,29.517229","106.514249,29.582631",0,15100,2040,0,1
62,"106.556809,29.517229","106.508461,29.602091",0,18330,2640,0,1
63,"106.556809,29.517229","106.6134,29.688502",0,39001,5220,0,1
64,"106.556809,29.517229","106.453638,29.650345",0,33141,3420,0,1
65,"106.556809,29.517229","106.626114,29.398649",0,26001,3060,0,1
66,"106.556809,29.517229","106.533997,29.565588",0,11346,1440,0,1
67,"106.556809,29.517229","106.551843,29.650122",0,26230,3420,0,1
68,"106.556809,29.517229","106.581698,29.520627",0,7430,900,0,1
69,"106.556809,29.517229","106.52288,29.550783",0,13678,1980,0,1
70,"106.556809,29.517229","106.512547,29.511351",0,7715,1200,0,1
71,"106.556809,29.517229","106.473207,29.564749",0,14608,1920,0,1
72,"106.556809,29.517229","106.481465,29.771363",0,36386,3840,0,1
73,"106.556809,29.517229","106.481465,29.771363",0,36386,3840,0,1
74,"106.556809,29.517229","106.641637,29.612773",0,36463,3300,0,1
75,"106.556809,29.517229","106.55654,29.562133",0,12809,1920,0,1
76,"106.556809,29.517229","106.57571,29.580888",0,14192,1680,0,1
77,"106.556809,29.517229","106.575313,29.577264",0,13568,1620,0,1
78,"106.556809,29.517229","106.577057,29.578312",0,14618,1740,0,1
79,"106.556809,29.517229","106.324981,29.525253",0,26777,2580,0,1
80,"106.556809,29.517229","106.54485,29.416135",0,15352,2280,0,1
81,"106.556809,29.517229","106.538812,29.657252",0,30029,4020,0,1
82,"106.556809,29.517229","106.538812,29.657252",0,30029,4020,0,1
83,"106.556809,29.517229","106.590121,29.568028",0,14588,2040,0,1
84,"106.556809,29.517229","106.487157,29.628072",0,20376,2700,0,1
85,"106.556809,29.517229","106.524603,29.541083",0,7581,1380,0,1
86,"106.556809,29.517229","106.524603,29.541083",0,7581,1380,0,1
87,"106.556809,29.517229","106.539246,29.599319",0,18426,2220,0,1
88,"106.556809,29.517229","105.738583,29.70041",0,101487,6840,60,1
89,"106.556809,29.517229","106.496322,29.619746",0,20784,2760,0,1
90,"106.556809,29.517229","106.54746,29.415515",0,15661,2340,0,1
91,"106.556809,29.517229","106.505464,29.554275",0,15952,2460,0,1
92,"106.556809,29.517229","106.424981,29.816815",0,44937,3900,0,1
93,"106.556809,29.517229","106.437744,29.834768",0,47443,4440,0,1
94,"106.556809,29.517229","105.70941,29.703558",0,103437,7140,60,1
95,"106.556809,29.517229","106.453589,29.540679",0,15330,2100,0,1
96,"106.556809,29.517229","106.412223,29.811194",0,43562,3660,0,1
97,"106.556809,29.517229","106.556505,29.562989",0,12581,1800,0,1
98,"106.556809,29.517229","106.543865,29.425925",0,14034,1980,0,1
99,"106.556809,29.517229","106.543865,29.425925",0,14034,1980,0,1
0,"106.569953,29.481373","106.384825,29.676384",0,43939,4200,0,1
1,"106.569953,29.481373","106.556809,29.517229",0,6787,1200,0,1
2,"106.569953,29.481373","106.57485,29.733029",0,32494,4380,0,1
3,"106.569953,29.481373","106.515487,29.624322",0,22435,2700,0,1
4,"106.569953,29.481373","106.563185,29.465776",0,5559,720,0,1
5,"106.569953,29.481373","106.794496,29.687276",0,48947,3660,9,1
6,"106.569953,29.481373","106.56982,29.584005",0,14038,1740,0,1
7,"106.569953,29.481373","106.423114,29.838559",0,53405,4620,0,1
8,"106.569953,29.481373","106.483385,29.629215",0,26431,3240,0,1
9,"106.569953,29.481373","106.411922,29.810434",0,51097,4380,0,1
10,"106.569953,29.481373","106.545594,29.500913",0,15176,2160,0,1
11,"106.569953,29.481373","106.372849,29.634566",0,40883,3540,0,1
12,"106.569953,29.481373","106.537811,29.590335",0,16434,2160,0,1
13,"106.569953,29.481373","106.575366,29.577498",0,13231,1620,0,1
14,"106.569953,29.481373","106.633012,29.717755",0,37035,5100,0,1
15,"106.569953,29.481373","106.549654,29.612006",0,18926,2400,0,1
16,"106.569953,29.481373","106.645588,29.765431",0,45029,3840,0,1
17,"106.569953,29.481373","106.524153,29.385368",0,17609,2520,0,1
18,"106.569953,29.481373","106.532099,29.51222",0,12755,1920,0,1
19,"106.569953,29.481373","106.516043,29.622297",0,24475,3000,0,1
20,"106.569953,29.481373","106.587459,29.543327",0,8933,1320,0,1
21,"106.569953,29.481373","106.820019,29.693393",0,51496,4260,0,1
22,"106.569953,29.481373","106.60369,29.632117",0,43042,5520,0,1
23,"106.569953,29.481373","106.47412,29.76077",0,42365,4380,0,1
24,"106.569953,29.481373","106.307813,29.55804",0,41573,3900,0,1
25,"106.569953,29.481373","106.577512,29.691415",0,30235,3960,0,1
26,"106.569953,29.481373","106.543839,29.473039",0,7483,900,0,1
27,"106.569953,29.481373","106.494448,29.454464",0,19085,2580,0,1
28,"106.569953,29.481373","106.549381,29.52491",0,8234,1500,0,1
29,"106.569953,29.481373","106.311379,29.681187",0,52779,4440,4,1
30,"106.569953,29.481373","106.50355,29.606218",0,21102,2820,0,1
31,"106.569953,29.481373","106.488323,29.702462",0,34469,4200,0,1
32,"106.569953,29.481373","106.464633,29.556611",0,29598,2940,0,1
33,"106.569953,29.481373","106.487723,29.464073",0,14818,1740,0,1
34,"106.569953,29.481373","106.515357,29.501573",0,13519,1980,0,1
35,"106.569953,29.481373","106.800921,29.652905",0,45742,3960,0,1
36,"106.569953,29.481373","106.340831,29.626253",0,41922,4320,0,1
37,"106.569953,29.481373","106.244431,29.481045",0,43341,3720,27,1
38,"106.569953,29.481373","106.494448,29.454464",0,19085,2580,0,1
39,"106.569953,29.481373","106.488323,29.702462",0,34469,4200,0,1
40,"106.569953,29.481373","106.595651,29.423402",0,14357,1800,0,1
41,"106.569953,29.481373","106.767814,29.628511",0,39951,3480,0,1
42,"106.569953,29.481373","106.43982,29.667897",0,39038,4080,0,1
43,"106.569953,29.481373","106.478925,29.554136",0,20002,2760,0,1
44,"106.569953,29.481373","106.478925,29.554136",0,20002,2760,0,1
45,"106.569953,29.481373","106.549354,29.560878",0,12927,1680,0,1
46,"106.569953,29.481373","106.591757,29.56081",0,13241,2040,0,1
47,"106.569953,29.481373","106.744944,29.609495",0,39877,3360,0,1
48,"106.569953,29.481373","106.508461,29.602091",0,19894,2520,0,1
49,"106.569953,29.481373","106.535587,29.807428",0,52227,4860,0,1
50,"106.569953,29.481373","106.645811,29.48559",0,19201,2400,0,1
51,"106.569953,29.481373","106.772502,29.681089",0,46279,3840,0,1
52,"106.569953,29.481373","106.580104,29.560173",0,12618,1920,0,1
53,"106.569953,29.481373","106.450784,29.46597",0,21381,2280,0,1
54,"106.569953,29.481373","106.51557,29.585954",0,18291,2460,0,1
55,"106.569953,29.481373","106.44339,29.833109",0,54677,5160,0,1
56,"106.569953,29.481373","106.565222,29.664372",0,30400,4020,0,1
57,"106.569953,29.481373","106.494448,29.454464",0,19085,2580,0,1
58,"106.569953,29.481373","106.509122,29.615086",0,23028,2820,0,1
59,"106.569953,29.481373","106.508461,29.602091",0,19894,2520,0,1
60,"106.569953,29.481373","106.508461,29.602091",0,19894,2520,0,1
61,"106.569953,29.481373","106.514249,29.582631",0,19929,2760,0,1
62,"106.569953,29.481373","106.508461,29.602091",0,19894,2520,0,1
63,"106.569953,29.481373","106.6134,29.688502",0,35927,4980,0,1
64,"106.569953,29.481373","106.453638,29.650345",0,40675,4200,0,1
65,"106.569953,29.481373","106.626114,29.398649",0,20859,2160,0,1
66,"106.569953,29.481373","106.533997,29.565588",0,15563,2040,0,1
67,"106.569953,29.481373","106.551843,29.650122",0,26537,3420,0,1
68,"106.569953,29.481373","106.581698,29.520627",0,7725,1080,0,1
69,"106.569953,29.481373","106.52288,29.550783",0,14300,1740,0,1
70,"106.569953,29.481373","106.512547,29.511351",0,13709,2100,0,1
71,"106.569953,29.481373","106.473207,29.564749",0,20602,2880,0,1
72,"106.569953,29.481373","106.481465,29.771363",0,43920,4560,0,1
73,"106.569953,29.481373","106.481465,29.771363",0,43920,4560,0,1
74,"106.569953,29.481373","106.641637,29.612773",0,36122,3360,0,1
75,"106.569953,29.481373","106.55654,29.562133",0,12847,1680,0,1
76,"106.569953,29.481373","106.57571,29.580888",0,13851,1740,0,1
77,"106.569953,29.481373","106.575313,29.577264",0,13227,1620,0,1
78,"106.569953,29.481373","106.577057,29.578312",0,14277,1740,0,1
79,"106.569953,29.481373","106.324981,29.525253",0,32771,3480,0,1
80,"106.569953,29.481373","106.54485,29.416135",0,10210,1380,0,1
81,"106.569953,29.481373","106.538812,29.657252",0,26845,3780,0,1
82,"106.569953,29.481373","106.538812,29.657252",0,26845,3780,0,1
83,"106.569953,29.481373","106.590121,29.568028",0,13603,1800,0,1
84,"106.569953,29.481373","106.487157,29.628072",0,26231,3180,0,1
85,"106.569953,29.481373","106.524603,29.541083",0,13575,2280,0,1
86,"106.569953,29.481373","106.524603,29.541083",0,13575,2280,0,1
87,"106.569953,29.481373","106.539246,29.599319",0,18085,2280,0,1
88,"106.569953,29.481373","105.738583,29.70041",0,107492,7080,60,1
89,"106.569953,29.481373","106.496322,29.619746",0,24648,3120,0,1
90,"106.569953,29.481373","106.54746,29.415515",0,10519,1440,0,1
91,"106.569953,29.481373","106.505464,29.554275",0,16574,2280,0,1
92,"106.569953,29.481373","106.424981,29.816815",0,52471,4680,0,1
93,"106.569953,29.481373","106.437744,29.834768",0,54977,5160,0,1
94,"106.569953,29.481373","105.70941,29.703558",0,109442,7380,60,1
95,"106.569953,29.481373","106.453589,29.540679",0,21324,3000,0,1
96,"106.569953,29.481373","106.412223,29.811194",0,51096,4380,0,1
97,"106.569953,29.481373","106.556505,29.562989",0,12619,1620,0,1
98,"106.569953,29.481373","106.543865,29.425925",0,8892,1140,0,1
99,"106.569953,29.481373","106.543865,29.425925",0,8892,1140,0,1
0,"106.57485,29.733029","106.384825,29.676384",0,41906,2880,0,0
1,"106.57485,29.733029","106.556809,29.517229",0,40949,4080,0,1
2,"106.57485,29.733029","106.569953,29.481373",0,43561,4440,0,1
3,"106.57485,29.733029","106.515487,29.624322",0,20971,2220,0,1
4,"106.57485,29.733029","106.563185,29.465776",0,46775,4920,0,1
5,"106.57485,29.733029","106.794496,29.687276",0,36376,2160,23,0
6,"106.57485,29.733029","106.56982,29.584005",0,33563,2880,0,1
7,"106.57485,29.733029","106.423114,29.838559",0,30498,1980,15,0
8,"106.57485,29.733029","106.483385,29.629215",0,20934,2220,0,0
9,"106.57485,29.733029","106.411922,29.810434",0,28024,2040,0,1
10,"106.57485,29.733029","106.545594,29.500913",0,36368,4320,0,1
11,"106.57485,29.733029","106.372849,29.634566",0,42182,3000,0,0
12,"106.57485,29.733029","106.537811,29.590335",0,23370,2880,0,1
13,"106.57485,29.733029","106.575366,29.577498",0,32756,2820,0,1
14,"106.57485,29.733029","106.633012,29.717755",0,7702,1080,0,1
15,"106.57485,29.733029","106.549654,29.612006",0,23011,3000,0,1
16,"106.57485,29.733029","106.645588,29.765431",0,12867,1500,0,0
17,"106.57485,29.733029","106.524153,29.385368",0,55308,5160,0,1
18,"106.57485,29.733029","106.532099,29.51222",0,33947,3900,0,1
19,"106.57485,29.733029","106.516043,29.622297",0,18692,1980,0,1
20,"106.57485,29.733029","106.587459,29.543327",0,38784,3960,0,1
21,"106.57485,29.733029","106.820019,29.693393",0,39797,2700,23,0
22,"106.57485,29.733029","106.60369,29.632117",0,24880,3060,0,0
23,"106.57485,29.733029","106.47412,29.76077",0,20555,1800,0,0
24,"106.57485,29.733029","106.307813,29.55804",0,46313,4500,0,1
25,"106.57485,29.733029","106.577512,29.691415",0,7790,960,0,0
26,"106.57485,29.733029","106.543839,29.473039",0,39914,4920,0,1
27,"106.57485,29.733029","106.494448,29.454464",0,96410,6780,27,0
28,"106.57485,29.733029","106.549381,29.52491",0,38754,3960,0,1
29,"106.57485,29.733029","106.311379,29.681187",0,37193,2580,0,0
30,"106.57485,29.733029","106.50355,29.606218",0,19070,2100,0,1
31,"106.57485,29.733029","106.488323,29.702462",0,16610,1440,0,1
32,"106.57485,29.733029","106.464633,29.556611",0,32008,3660,0,1
33,"106.57485,29.733029","106.487723,29.464073",0,42366,3780,0,1
34,"106.57485,29.733029","106.515357,29.501573",0,34711,4020,0,1
35,"106.57485,29.733029","106.800921,29.652905",0,33302,2700,0,0
36,"106.57485,29.733029","106.340831,29.626253",0,45844,3240,0,0
37,"106.57485,29.733029","106.244431,29.481045",0,70771,4020,42,0
38,"106.57485,29.733029","106.494448,29.454464",0,96410,6780,27,0
39,"106.57485,29.733029","106.488323,29.702462",0,16610,1440,0,1
40,"106.57485,29.733029","106.595651,29.423402",0,56966,5520,0,1
41,"106.57485,29.733029","106.767814,29.628511",0,32267,3060,0,0
42,"106.57485,29.733029","106.43982,29.667897",0,58785,4920,0,0
43,"106.57485,29.733029","106.478925,29.554136",0,28979,3300,0,1
44,"106.57485,29.733029","106.478925,29.554136",0,28979,3300,0,1
45,"106.57485,29.733029","106.549354,29.560878",0,35454,3540,0,1
46,"106.57485,29.733029","106.591757,29.56081",0,36858,3780,0,1
47,"106.57485,29.733029","106.744944,29.609495",0,32193,2880,0,0
48,"106.57485,29.733029","106.508461,29.602091",0,19832,2220,0,1
49,"106.57485,29.733029","106.535587,29.807428",0,14845,1200,0,0
50,"106.57485,29.733029","106.645811,29.48559",0,65184,3960,39,0
51,"106.57485,29.733029","106.772502,29.681089",0,31758,2640,0,0
52,"106.57485,29.733029","106.580104,29.560173",0,35059,3480,0,1
53,"106.57485,29.733029","106.450784,29.46597",0,40017,3900,0,1
54,"106.57485,29.733029","106.51557,29.585954",0,22867,2940,0,1
55,"106.57485,29.733029","106.44339,29.833109",0,27270,2220,9,1
56,"106.57485,29.733029","106.565222,29.664372",0,14360,1380,0,1
57,"106.57485,29.733029","106.494448,29.454464",0,96410,6780,27,0
58,"106.57485,29.733029","106.509122,29.615086",0,19270,2100,0,1
59,"106.57485,29.733029","106.508461,29.602091",0,19832,2220,0,1
60,"106.57485,29.733029","106.508461,29.602091",0,19832,2220,0,1
61,"106.57485,29.733029","106.514249,29.582631",0,23465,2760,0,1
62,"106.57485,29.733029","106.508461,29.602091",0,19832,2220,0,1
63,"106.57485,29.733029","106.6134,29.688502",0,17765,2400,0,0
64,"106.57485,29.733029","106.453638,29.650345",0,56395,4680,0,0
65,"106.57485,29.733029","106.626114,29.398649",0,91764,5640,56,0
66,"106.57485,29.733029","106.533997,29.565588",0,25264,3120,0,1
67,"106.57485,29.733029","106.551843,29.650122",0,18935,2160,0,1
68,"106.57485,29.733029","106.581698,29.520627",0,42743,4200,0,1
69,"106.57485,29.733029","106.52288,29.550783",0,28827,3780,0,1
70,"106.57485,29.733029","106.512547,29.511351",0,33065,3660,0,1
71,"106.57485,29.733029","106.473207,29.564749",0,27301,3180,0,1
72,"106.57485,29.733029","106.481465,29.771363",0,22110,2040,0,0
73,"106.57485,29.733029","106.481465,29.771363",0,22110,2040,0,0
74,"106.57485,29.733029","106.641637,29.612773",0,23099,2280,0,0
75,"106.57485,29.733029","106.55654,29.562133",0,28444,3600,0,1
76,"106.57485,29.733029","106.57571,29.580888",0,33376,2880,0,1
77,"106.57485,29.733029","106.575313,29.577264",0,32752,2820,0,1
78,"106.57485,29.733029","106.577057,29.578312",0,33802,2880,0,1
79,"106.57485,29.733029","106.324981,29.525253",0,53278,3480,0,0
80,"106.57485,29.733029","106.54485,29.416135",0,50250,4380,0,1
81,"106.57485,29.733029","106.538812,29.657252",0,17569,2160,0,1
82,"106.57485,29.733029","106.538812,29.657252",0,17569,2160,0,1
83,"106.57485,29.733029","106.590121,29.568028",0,38384,3840,0,1
84,"106.57485,29.733029","106.487157,29.628072",0,21247,2280,0,0
85,"106.57485,29.733029","106.524603,29.541083",0,32164,4080,0,1
86,"106.57485,29.733029","106.524603,29.541083",0,32164,4080,0,1
87,"106.57485,29.733029","106.539246,29.599319",0,21798,2700,0,1
88,"106.57485,29.733029","105.738583,29.70041",0,112718,6540,78,0
89,"106.57485,29.733029","106.496322,29.619746",0,18508,1980,0,1
90,"106.57485,29.733029","106.54746,29.415515",0,50559,4440,0,1
91,"106.57485,29.733029","106.505464,29.554275",0,29898,3360,0,1
92,"106.57485,29.733029","106.424981,29.816815",0,29398,2220,0,1
93,"106.57485,29.733029","106.437744,29.834768",0,27789,2160,9,1
94,"106.57485,29.733029","105.70941,29.703558",0,100111,6000,60,1
95,"106.57485,29.733029","106.453589,29.540679",0,30527,3360,0,1
96,"106.57485,29.733029","106.412223,29.811194",0,28023,2040,0,1
97,"106.57485,29.733029","106.556505,29.562989",0,28216,3600,0,1
98,"106.57485,29.733029","106.543865,29.425925",0,50275,4680,0,1
